dataset,gene,probe,siControl_mean,siControl_std,siESR1_mean,siESR1_std,fold_change,log2_fold_change,p_value,cohens_d,FDR
GSE37820,HSP90B1_2,200598_s_at,10.496831933333333,0.05714359328674035,10.517780093333334,0.09795865486538359,1.001995664990451,0.002876266906068004,0.8097449409181058,0.2132912373076035,0.8097449409181058
GSE37820,HSP90B1,200599_s_at,11.891597823333333,0.11079507174339591,11.985577716666667,0.05919838218370512,1.007903050097181,0.011356873093005896,0.36641334017570676,0.8638749214848206,0.6018145430626102
GSE37820,XBP1,200670_at,12.687021829999999,0.07039299584142783,12.239971466666667,0.011086055556058698,0.9647631753674273,-0.05175325370315322,0.010707635035290354,-7.243964057764016,0.042830540141161416
GSE37820,CALR,200934_at,12.0050154,0.10823750161515729,11.915678023333333,0.05602612096236404,0.9925583288575651,-0.01077620846965862,0.37613408941413135,-0.8464020707293931,0.6018145430626102
GSE37820,ATF6,203952_at,8.271591504,0.10903351651074701,8.226316173333334,0.058080073372837764,0.9945264063578609,-0.007918417326816156,0.6395060974805584,-0.4231856456945063,0.8097449409181058
GSE37820,ESR1,205225_at,10.72221264,0.09212451419536206,8.499164536,0.08880138275494037,0.7926689034587174,-0.33520971456410625,1.6471038077422934e-05,-20.061308096297125,0.00013176830461938347
GSE37820,MDK,205543_at,7.664965179666666,0.14291826394957133,7.628041020333334,0.07914880065466831,0.9951827361941208,-0.006966636170412289,0.7694537473637943,-0.26097828514570187,0.8097449409181058
GSE37820,HSPA5,211936_at,12.621764996666665,0.059189888172781605,12.397795293333333,0.019270195917541418,0.9822552786086193,-0.025830079185314044,0.024243857502383233,-4.15465468067264,0.06465028667302196
