MCF7_WT_E2,MCF7_D538G_E2,T47D_WT_E2,T47D_D538G_E2,MCF7_WT_Veh,MCF7_D538G_Veh,T47D_WT_Veh,T47D_D538G_Veh
1,0,0,1,0,0,0,0
