,B cells,CD4+ T cells,CD8+ T cells,Dendritic cells,Endothelial,Epithelial,Fibroblasts,Macrophages,NK cells,Plasma cells,Unassigned,n_cells,spot_x,spot_y
spot_830,0.0,0.05263157894736842,0.2631578947368421,0.0,0.0,0.0,0.21052631578947367,0.42105263157894735,0.0,0.0,0.05263157894736842,19,,
spot_831,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.0,0.0,0.0,17,,
spot_832,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.5882352941176471,0.0,0.0,0.0,17,,
spot_833,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.15384615384615385,0.38461538461538464,0.0,0.0,0.15384615384615385,13,,
spot_834,0.0,0.0,0.05,0.0,0.05,0.05,0.75,0.1,0.0,0.0,0.0,20,,
spot_835,0.0,0.0,0.125,0.0625,0.0625,0.125,0.1875,0.25,0.0,0.0,0.1875,16,,
spot_836,0.0,0.13636363636363635,0.0,0.0,0.045454545454545456,0.0,0.5,0.3181818181818182,0.0,0.0,0.0,22,,
spot_837,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.5769230769230769,0.3076923076923077,0.0,0.0,0.0,26,,
spot_838,0.0,0.0,0.0,0.0,0.05,0.15,0.7,0.1,0.0,0.0,0.0,20,,
spot_839,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,9,,
spot_840,0.0,0.0,0.2777777777777778,0.2777777777777778,0.0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,18,,
spot_841,0.0,0.15384615384615385,0.4230769230769231,0.0,0.0,0.0,0.11538461538461539,0.19230769230769232,0.0,0.0,0.11538461538461539,26,,
spot_842,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.4166666666666667,12,,
spot_843,0.0,0.14285714285714285,0.0,0.0,0.5238095238095238,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.047619047619047616,21,,
spot_844,0.0,0.13636363636363635,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.0,0.0,0.3181818181818182,22,,
spot_845,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,,
spot_846,0.0,0.0,0.1,0.0,0.0,0.2,0.6,0.1,0.0,0.0,0.0,10,,
spot_847,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.18181818181818182,11,,
spot_939,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.0,0.1111111111111111,9,,
spot_940,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,9,,
spot_941,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.0,0.0,0.15384615384615385,13,,
spot_942,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,0.2727272727272727,11,,
spot_943,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.38461538461538464,0.0,0.0,0.0,13,,
spot_944,0.0,0.047619047619047616,0.09523809523809523,0.0,0.19047619047619047,0.0,0.19047619047619047,0.42857142857142855,0.0,0.0,0.047619047619047616,21,,
spot_945,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25,0.3333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,12,,
spot_946,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.36363636363636365,11,,
spot_947,0.0,0.058823529411764705,0.11764705882352941,0.0,0.17647058823529413,0.0,0.23529411764705882,0.29411764705882354,0.0,0.0,0.11764705882352941,17,,
spot_948,0.0,0.0,0.1111111111111111,0.0,0.16666666666666666,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.0,0.0,0.05555555555555555,18,,
spot_949,0.0,0.0,0.14814814814814814,0.0,0.0,0.07407407407407407,0.5925925925925926,0.18518518518518517,0.0,0.0,0.0,27,,
spot_950,0.0,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.17647058823529413,0.0,0.0,0.11764705882352941,17,,
spot_951,0.0,0.045454545454545456,0.09090909090909091,0.0,0.045454545454545456,0.0,0.6818181818181818,0.13636363636363635,0.0,0.0,0.0,22,,
spot_952,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.6428571428571429,0.14285714285714285,0.0,0.0,0.14285714285714285,14,,
spot_953,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.03571428571428571,0.5,0.17857142857142858,0.0,0.0,0.17857142857142858,28,,
spot_954,0.0,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,18,,
spot_955,0.0,0.0,0.0967741935483871,0.0,0.0,0.12903225806451613,0.0967741935483871,0.6451612903225806,0.0,0.0,0.03225806451612903,31,,
spot_956,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0,0.030303030303030304,0.09090909090909091,0.3939393939393939,0.0,0.0,0.030303030303030304,33,,
spot_957,0.0,0.16,0.2,0.0,0.0,0.08,0.28,0.2,0.0,0.0,0.08,25,,
spot_958,0.0,0.0625,0.1875,0.0,0.25,0.0,0.125,0.1875,0.0,0.0,0.1875,16,,
spot_959,0.0,0.05,0.0,0.0,0.35,0.0,0.1,0.25,0.0,0.0,0.25,20,,
spot_960,0.0,0.3,0.1,0.0,0.15,0.05,0.15,0.2,0.0,0.0,0.05,20,,
spot_961,0.0,0.1,0.1,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.3,10,,
spot_1054,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,0.0,11,,
spot_1055,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.5238095238095238,0.19047619047619047,0.0,0.0,0.047619047619047616,21,,
spot_1056,0.0,0.0,0.05263157894736842,0.0,0.2631578947368421,0.0,0.2631578947368421,0.3684210526315789,0.0,0.0,0.05263157894736842,19,,
spot_1057,0.0,0.0,0.1,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.1,10,,
spot_1058,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.3,0.0,0.0,0.2,10,,
spot_1059,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,12,,
spot_1060,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.5,0.16666666666666666,0.0,0.0,0.1111111111111111,18,,
spot_1061,0.0,0.0,0.21739130434782608,0.0,0.0,0.08695652173913043,0.08695652173913043,0.6086956521739131,0.0,0.0,0.0,23,,
spot_1062,0.0,0.0,0.0,0.0,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.058823529411764705,0.0,0.0,0.11764705882352941,17,,
spot_1063,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.5294117647058824,0.29411764705882354,0.0,0.0,0.058823529411764705,17,,
spot_1064,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.0,0.0,0.13333333333333333,15,,
spot_1065,0.0,0.0,0.2222222222222222,0.0,0.16666666666666666,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,18,,
spot_1066,0.0,0.0,0.2,0.0,0.0,0.2,0.5333333333333333,0.0,0.0,0.0,0.06666666666666667,15,,
spot_1067,0.0,0.0,0.3125,0.0,0.0625,0.0625,0.25,0.25,0.0,0.0,0.0625,16,,
spot_1068,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,11,,
spot_1069,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.4666666666666667,0.13333333333333333,0.0,0.0,0.13333333333333333,15,,
spot_1070,0.0,0.0,0.35294117647058826,0.0,0.0,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.0,0.0,0.0,17,,
spot_1071,0.0,0.06896551724137931,0.3448275862068966,0.0,0.0,0.06896551724137931,0.06896551724137931,0.4482758620689655,0.0,0.0,0.0,29,,
spot_1072,0.0,0.034482758620689655,0.06896551724137931,0.0,0.13793103448275862,0.0,0.10344827586206896,0.5517241379310345,0.0,0.0,0.10344827586206896,29,,
spot_1073,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.4666666666666667,0.0,0.0,0.26666666666666666,15,,
spot_1074,0.0,0.1875,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.1875,16,,
spot_1075,0.0,0.13636363636363635,0.045454545454545456,0.0,0.36363636363636365,0.0,0.09090909090909091,0.22727272727272727,0.0,0.0,0.13636363636363635,22,,
spot_1076,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,5,,
spot_1168,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.5,0.0,0.0,0.16666666666666666,18,,
spot_1169,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,12,,
spot_1170,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,14,,
spot_1171,0.0,0.0,0.125,0.0,0.0,0.25,0.5,0.125,0.0,0.0,0.0,8,,
spot_1172,0.0,0.05,0.0,0.0,0.1,0.05,0.5,0.2,0.0,0.0,0.1,20,,
spot_1173,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.4,0.06666666666666667,0.0,0.13333333333333333,15,,
spot_1174,0.0,0.0,0.125,0.0,0.0625,0.0625,0.3125,0.4375,0.0,0.0,0.0,16,,
spot_1175,0.0,0.0625,0.25,0.0,0.125,0.0,0.1875,0.3125,0.0,0.0,0.0625,16,,
spot_1176,0.0,0.0,0.25806451612903225,0.0,0.06451612903225806,0.06451612903225806,0.12903225806451613,0.3548387096774194,0.0,0.0,0.12903225806451613,31,,
spot_1177,0.0,0.0,0.17391304347826086,0.0,0.043478260869565216,0.043478260869565216,0.391304347826087,0.2608695652173913,0.0,0.0,0.08695652173913043,23,,
spot_1178,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,7,,
spot_1179,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.35294117647058826,0.35294117647058826,0.0,0.0,0.11764705882352941,17,,
spot_1180,0.0,0.05555555555555555,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3888888888888889,18,,
spot_1181,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,6,,
spot_1182,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.5238095238095238,0.19047619047619047,0.0,0.0,0.0,21,,
spot_1183,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.0,0.07142857142857142,14,,
spot_1184,0.0,0.09523809523809523,0.3333333333333333,0.0,0.0,0.047619047619047616,0.2857142857142857,0.19047619047619047,0.0,0.0,0.047619047619047616,21,,
spot_1185,0.0,0.06451612903225806,0.41935483870967744,0.0,0.03225806451612903,0.0,0.16129032258064516,0.25806451612903225,0.0,0.0,0.06451612903225806,31,,
spot_1186,0.0,0.15789473684210525,0.2894736842105263,0.05263157894736842,0.0,0.02631578947368421,0.18421052631578946,0.2894736842105263,0.0,0.0,0.0,38,,
spot_1187,0.0,0.125,0.25,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.125,24,,
spot_1188,0.0,0.041666666666666664,0.041666666666666664,0.0,0.20833333333333334,0.041666666666666664,0.0,0.625,0.0,0.0,0.041666666666666664,24,,
spot_1189,0.0,0.0,0.2631578947368421,0.0,0.05263157894736842,0.0,0.05263157894736842,0.47368421052631576,0.0,0.0,0.15789473684210525,19,,
spot_1190,0.0,0.2777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0.0,0.0,0.2222222222222222,18,,
spot_1283,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,10,,
spot_1284,0.0,0.09523809523809523,0.19047619047619047,0.0,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.19047619047619047,0.0,0.0,0.047619047619047616,21,,
spot_1285,0.0,0.125,0.3125,0.0,0.0,0.1875,0.125,0.25,0.0,0.0,0.0,16,,
spot_1286,0.0,0.0625,0.1875,0.0,0.1875,0.1875,0.25,0.125,0.0,0.0,0.0,16,,
spot_1287,0.0,0.0,0.0625,0.0,0.25,0.0625,0.5,0.0625,0.0,0.0,0.0625,16,,
spot_1288,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.0,0.0,0.375,8,,
spot_1289,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,11,,
spot_1290,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,9,,
spot_1291,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.6111111111111112,0.16666666666666666,0.0,0.0,0.0,18,,
spot_1292,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.4666666666666667,0.0,0.0,0.06666666666666667,15,,
spot_1293,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.5238095238095238,0.14285714285714285,0.0,0.0,0.14285714285714285,21,,
spot_1294,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5,0.2777777777777778,0.0,0.0,0.1111111111111111,18,,
spot_1295,0.0,0.0,0.36363636363636365,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,11,,
spot_1296,0.0,0.1111111111111111,0.0,0.0,0.2777777777777778,0.0,0.5,0.0,0.0,0.1111111111111111,0.0,18,,
spot_1297,0.0,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,14,,
spot_1298,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5,,
spot_1299,0.0,0.09090909090909091,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0,0.09090909090909091,22,,
spot_1300,0.0,0.0,0.2727272727272727,0.13636363636363635,0.0,0.09090909090909091,0.13636363636363635,0.36363636363636365,0.0,0.0,0.0,22,,
spot_1301,0.0,0.08823529411764706,0.4411764705882353,0.0,0.08823529411764706,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.029411764705882353,34,,
spot_1302,0.0,0.21739130434782608,0.13043478260869565,0.0,0.0,0.0,0.17391304347826086,0.4782608695652174,0.0,0.0,0.0,23,,
spot_1303,0.0,0.12121212121212122,0.030303030303030304,0.0,0.2727272727272727,0.0,0.06060606060606061,0.5151515151515151,0.0,0.0,0.0,33,,
spot_1304,0.0,0.10526315789473684,0.15789473684210525,0.0,0.0,0.0,0.21052631578947367,0.2631578947368421,0.0,0.0,0.2631578947368421,19,,
spot_1305,0.0,0.0,0.15,0.0,0.0,0.05,0.45,0.2,0.0,0.0,0.15,20,,
spot_1397,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.0,0.0,0.07142857142857142,14,,
spot_1398,0.0,0.0625,0.0625,0.0,0.375,0.0,0.1875,0.125,0.0,0.0,0.1875,16,,
spot_1399,0.0,0.0,0.0,0.0,0.35294117647058826,0.058823529411764705,0.5294117647058824,0.058823529411764705,0.0,0.0,0.0,17,,
spot_1400,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.35714285714285715,0.35714285714285715,0.0,0.0,0.14285714285714285,28,,
spot_1401,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.5714285714285714,0.23809523809523808,0.0,0.0,0.0,21,,
spot_1402,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.0,0.0,0.05555555555555555,18,,
spot_1403,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.0,0.0,0.07692307692307693,13,,
spot_1404,0.0,0.0,0.0,0.0,0.2,0.2,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,15,,
spot_1405,0.0,0.0,0.0,0.0,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,18,,
spot_1406,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.0,0.0,0.15384615384615385,13,,
spot_1407,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.4090909090909091,0.36363636363636365,0.0,0.0,0.045454545454545456,22,,
spot_1408,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2222222222222222,9,,
spot_1409,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.1111111111111111,0.5,0.05555555555555555,0.0,0.0,0.05555555555555555,18,,
spot_1410,0.0,0.0625,0.1875,0.0,0.0,0.1875,0.25,0.1875,0.0,0.0,0.125,16,,
spot_1411,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.8421052631578947,0.05263157894736842,0.0,0.0,0.05263157894736842,19,,
spot_1412,0.0,0.0,0.15789473684210525,0.0,0.10526315789473684,0.05263157894736842,0.631578947368421,0.0,0.0,0.0,0.05263157894736842,19,,
spot_1413,0.0,0.13043478260869565,0.34782608695652173,0.0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.2608695652173913,0.0,0.0,0.043478260869565216,23,,
spot_1414,0.0,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.0,0.0,0.2857142857142857,14,,
spot_1415,0.0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.5217391304347826,0.17391304347826086,0.0,0.0,0.0,23,,
spot_1416,0.0,0.0,0.18518518518518517,0.037037037037037035,0.3333333333333333,0.1111111111111111,0.07407407407407407,0.25925925925925924,0.0,0.0,0.0,27,,
spot_1417,0.0,0.2,0.12,0.04,0.08,0.0,0.16,0.36,0.0,0.0,0.04,25,,
spot_1418,0.0,0.10344827586206896,0.3103448275862069,0.0,0.06896551724137931,0.0,0.034482758620689655,0.4482758620689655,0.0,0.0,0.034482758620689655,29,,
spot_1419,0.0,0.0,0.0,0.0,0.4090909090909091,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.3181818181818182,22,,
spot_1512,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,9,,
spot_1513,0.0,0.0,0.0,0.0,0.0625,0.0625,0.625,0.1875,0.0,0.0,0.0625,16,,
spot_1514,0.0,0.0,0.043478260869565216,0.0,0.13043478260869565,0.13043478260869565,0.21739130434782608,0.391304347826087,0.0,0.0,0.08695652173913043,23,,
spot_1515,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.3076923076923077,0.23076923076923078,0.0,0.0,0.15384615384615385,13,,
spot_1516,0.0,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.5,0.07142857142857142,0.0,0.0,0.07142857142857142,14,,
spot_1517,0.0,0.07407407407407407,0.25925925925925924,0.0,0.07407407407407407,0.1111111111111111,0.25925925925925924,0.18518518518518517,0.0,0.0,0.037037037037037035,27,,
spot_1518,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,12,,
spot_1519,0.0,0.0,0.2,0.0,0.15,0.05,0.35,0.2,0.0,0.0,0.05,20,,
spot_1520,0.0,0.0,0.1,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.1,10,,
spot_1521,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,12,,
spot_1522,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.2727272727272727,0.0,0.0,0.09090909090909091,22,,
spot_1523,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.045454545454545456,0.2727272727272727,0.4090909090909091,0.0,0.0,0.045454545454545456,22,,
spot_1524,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.21428571428571427,14,,
spot_1525,0.0,0.058823529411764705,0.23529411764705882,0.0,0.11764705882352941,0.0,0.4117647058823529,0.11764705882352941,0.0,0.0,0.058823529411764705,17,,
spot_1526,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.6428571428571429,0.14285714285714285,0.0,0.0,0.07142857142857142,14,,
spot_1527,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,7,,
spot_1528,0.0,0.0,0.375,0.0,0.125,0.0,0.375,0.0625,0.0,0.0,0.0625,16,,
spot_1529,0.0,0.07692307692307693,0.23076923076923078,0.0,0.0,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.0,0.0,0.15384615384615385,13,,
spot_1530,0.0,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0.18181818181818182,0.5,0.0,0.0,0.09090909090909091,22,,
spot_1531,0.0,0.0625,0.25,0.0625,0.3125,0.125,0.0,0.1875,0.0,0.0,0.0,16,,
spot_1532,0.0,0.038461538461538464,0.11538461538461539,0.0,0.11538461538461539,0.0,0.11538461538461539,0.6153846153846154,0.0,0.0,0.0,26,,
spot_1533,0.0,0.10714285714285714,0.21428571428571427,0.0,0.14285714285714285,0.0,0.03571428571428571,0.39285714285714285,0.0,0.0,0.10714285714285714,28,,
spot_1534,0.0,0.0,0.08333333333333333,0.0,0.125,0.0,0.16666666666666666,0.375,0.0,0.0,0.25,24,,
spot_1626,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.0,0.0,0.23076923076923078,13,,
spot_1627,0.0,0.0,0.35714285714285715,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,14,,
spot_1628,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0,0.0,0.0,14,,
spot_1629,0.0,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.0,0.0,0.058823529411764705,17,,
spot_1630,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,12,,
spot_1631,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,15,,
spot_1632,0.0,0.05555555555555555,0.16666666666666666,0.0,0.0,0.1111111111111111,0.3888888888888889,0.2222222222222222,0.0,0.0,0.05555555555555555,18,,
spot_1633,0.0,0.038461538461538464,0.038461538461538464,0.0,0.23076923076923078,0.038461538461538464,0.6153846153846154,0.0,0.0,0.0,0.038461538461538464,26,,
spot_1634,0.0,0.15384615384615385,0.07692307692307693,0.038461538461538464,0.07692307692307693,0.0,0.46153846153846156,0.11538461538461539,0.0,0.0,0.07692307692307693,26,,
spot_1635,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.36363636363636365,11,,
spot_1636,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.5,0.0,0.0,0.07142857142857142,14,,
spot_1637,0.0,0.0,0.08333333333333333,0.0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,12,,
spot_1638,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.0,0.0,0.15384615384615385,13,,
spot_1639,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0,0.0,0.2727272727272727,11,,
spot_1640,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,11,,
spot_1641,0.0,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,11,,
spot_1642,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,9,,
spot_1643,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.09523809523809523,0.47619047619047616,0.09523809523809523,0.0,0.0,0.19047619047619047,21,,
spot_1644,0.0,0.14285714285714285,0.09523809523809523,0.0,0.0,0.3333333333333333,0.19047619047619047,0.23809523809523808,0.0,0.0,0.0,21,,
spot_1645,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.13333333333333333,15,,
spot_1646,0.0,0.03571428571428571,0.25,0.0,0.10714285714285714,0.03571428571428571,0.0,0.5714285714285714,0.0,0.0,0.0,28,,
spot_1647,0.0,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.43478260869565216,0.17391304347826086,0.0,0.0,0.043478260869565216,23,,
spot_1648,0.0,0.03571428571428571,0.14285714285714285,0.0,0.14285714285714285,0.0,0.03571428571428571,0.42857142857142855,0.0,0.0,0.21428571428571427,28,,
spot_1741,0.0,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.0,0.0,0.17647058823529413,17,,
spot_1742,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.7647058823529411,0.11764705882352941,0.0,0.0,0.058823529411764705,17,,
spot_1743,0.0,0.041666666666666664,0.16666666666666666,0.0,0.041666666666666664,0.08333333333333333,0.3333333333333333,0.20833333333333334,0.0,0.0,0.125,24,,
spot_1744,0.0,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.0,0.2857142857142857,14,,
spot_1745,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,3,,
spot_1746,0.0,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.0,0.0,0.0,14,,
spot_1747,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.18181818181818182,11,,
spot_1748,0.0,0.0,0.0,0.0,0.125,0.0,0.375,0.5,0.0,0.0,0.0,8,,
