JSD,RMSE_Value,Sum_RMSE,CellType,MAE_Value,Sum_MAE,corr,Replicate,Method
0.2904344651546084,0.06934880190874772,0.1014553680405769,'B-cells',0.029718457228266847,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'CAFs',0.12106801095293589,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'Cancer Epithelial',0.14434850198697718,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'Endothelial',0.005971275984481027,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'Myeloid',0.05308004904768906,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'Normal Epithelial',0.006400991696800021,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'PVL',0.004250888503682244,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'Plasmablasts',0.005468411394573408,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.06934880190874772,0.1014553680405769,'T-cells',0.05655979280238965,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'B-cells',0.029718457228266847,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'CAFs',0.12106801095293589,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'Cancer Epithelial',0.14434850198697718,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'Endothelial',0.005971275984481027,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'Myeloid',0.05308004904768906,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'Normal Epithelial',0.006400991696800021,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'PVL',0.004250888503682244,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'Plasmablasts',0.005468411394573408,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.16648752958637597,0.1014553680405769,'T-cells',0.05655979280238965,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'B-cells',0.029718457228266847,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'CAFs',0.12106801095293589,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'Cancer Epithelial',0.14434850198697718,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'Endothelial',0.005971275984481027,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'Myeloid',0.05308004904768906,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'Normal Epithelial',0.006400991696800021,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'PVL',0.004250888503682244,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'Plasmablasts',0.005468411394573408,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.18934050827898194,0.1014553680405769,'T-cells',0.05655979280238965,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'B-cells',0.029718457228266847,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'CAFs',0.12106801095293589,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'Cancer Epithelial',0.14434850198697718,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'Endothelial',0.005971275984481027,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'Myeloid',0.05308004904768906,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'Normal Epithelial',0.006400991696800021,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'PVL',0.004250888503682244,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'Plasmablasts',0.005468411394573408,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.03264703738013817,0.1014553680405769,'T-cells',0.05655979280238965,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.09960697244284937,0.1014553680405769,'B-cells',0.029718457228266847,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.09960697244284937,0.1014553680405769,'CAFs',0.12106801095293589,0.04742959773308838,0.8844927138444375,0,CITEgeist
0.2904344651546084,0.09960697244284937,0.1014553680405769,'Cancer Epithelial',0.14434850198697718,0.04742959773308838,0.8844927138444375,0,CITEgeist
