JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.25594500389188235,"{'B-cells': 0.08945486088257698, 'CAFs': 0.0891641181406804, 'Cancer Epithelial': 0.10180748710471767, 'Endothelial': 0.10043235815256078, 'Myeloid': 0.10626710607483875, 'Normal Epithelial': 0.12309363943884513, 'PVL': 0.1010606919230316, 'Plasmablasts': 0.10839005964052478, 'T-cells': 0.12467361886568341}",0.1055955369004841,"{'B-cells': 0.03423928023288765, 'CAFs': 0.03552244325925817, 'Cancer Epithelial': 0.03418954805856934, 'Endothelial': 0.04357637819841708, 'Myeloid': 0.036014604025563245, 'Normal Epithelial': 0.053020171694506145, 'PVL': 0.04644052213049327, 'Plasmablasts': 0.025499955942601408, 'T-cells': 0.05783615842689784}",0.040704340218799345,0.9265800557729909
