JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.25594500389188235,"{'B-cells': 0.09017033737097511, 'CAFs': 0.07603766793876056, 'Cancer Epithelial': 0.1267600985878361, 'Endothelial': 0.12104065994689445, 'Myeloid': 0.11252294219977152, 'Normal Epithelial': 0.08908765609211887, 'PVL': 0.1154769014847521, 'Plasmablasts': 0.09697190006513921, 'T-cells': 0.1447166978782757}",0.11000544958944015,"{'B-cells': 0.024665487771052545, 'CAFs': 0.02896740901448376, 'Cancer Epithelial': 0.052402949999010066, 'Endothelial': 0.04820353112898127, 'Myeloid': 0.039698955966814616, 'Normal Epithelial': 0.03478139541723806, 'PVL': 0.0528259308989563, 'Plasmablasts': 0.02656462080630299, 'T-cells': 0.06828662966702694}",0.0418218789633185,0.9226365099735178
