JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.4300125295940593,"{'B-cells': 0.0987916178797934, 'CAFs': 0.28684656133304803, 'Cancer Epithelial': 0.2583783837980705, 'Endothelial': 0.041891371341098924, 'Myeloid': 0.18335198568852262, 'Normal Epithelial': 0.06440347104740092, 'PVL': 0.07278980037262328, 'Plasmablasts': 0.021561540911771697, 'T-cells': 0.1320477153685652}",0.1568865909136468,"{'B-cells': 0.04471137070431471, 'CAFs': 0.2236085648459038, 'Cancer Epithelial': 0.2165988563136159, 'Endothelial': 0.004641974869445585, 'Myeloid': 0.09178399483666412, 'Normal Epithelial': 0.026749294168042195, 'PVL': 0.03541065190825924, 'Plasmablasts': 0.000697350069735007, 'T-cells': 0.07432332813518955}",0.07983615398346333,0.786131088246968
