JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.4748441134443452,"{'B-cells': 0.10000909631611724, 'CAFs': 0.31751621958058573, 'Cancer Epithelial': 0.29652543460525865, 'Endothelial': 0.07095187653111433, 'Myeloid': 0.1675142029014342, 'Normal Epithelial': 0.10553341635137115, 'PVL': 0.058056103468398686, 'Plasmablasts': 0.05844070299173643, 'T-cells': 0.13211327058565212}",0.17231041901665964,"{'B-cells': 0.04236701572356819, 'CAFs': 0.24553215334545314, 'Cancer Epithelial': 0.24884602315613918, 'Endothelial': 0.031074527795910228, 'Myeloid': 0.08453858193206562, 'Normal Epithelial': 0.040983102781411665, 'PVL': 0.020677813060457434, 'Plasmablasts': 0.00703378355733408, 'T-cells': 0.07369477458459629}",0.08830530843743732,0.7404288844563707
