JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.2634631261437091,"{'B-cells': 0.08298995192903146, 'CAFs': 0.11016074055760365, 'Cancer Epithelial': 0.15940343387234032, 'Endothelial': 0.1182855567702675, 'Myeloid': 0.13354348814020447, 'Normal Epithelial': 0.12355023498513182, 'PVL': 0.09455843771711689, 'Plasmablasts': 0.040067484701934004, 'T-cells': 0.0926248582703858}",0.11087943311198341,"{'B-cells': 0.022918254470234333, 'CAFs': 0.04170603531305001, 'Cancer Epithelial': 0.08474050828701152, 'Endothelial': 0.054003801631990124, 'Myeloid': 0.052346335978454325, 'Normal Epithelial': 0.0537093910946686, 'PVL': 0.04136352093735756, 'Plasmablasts': 0.005367836348277216, 'T-cells': 0.03071811800652774}",0.04298597800750793,0.9190921497070474
