marker_a,marker_b,colocalization_score,jaccard_index,co_occurrence_spots,co_occurrence_fraction,pearson_r,spearman_rho,correlation_pvalue,neighbor_enrichment_ab,neighbor_enrichment_ba,neighbor_enrichment_pvalue,mutual_neighbor_enrichment
E-Cadherin,CD45,0.7534183541355866,0.332604457558354,12625,0.12290932455849997,0.4179736796031967,0.5404864021522243,0.0,1.2156215378760427,1.1964552964723896,0.005,1.206038417174216
HLA-DR,CD45,0.7510478953349737,0.22063344534210338,9258,0.0901302595455519,0.31822876404057004,0.5467842285389921,0.0,1.2094542054154058,1.1899812346719305,0.005,1.1997177200436682
PD-1,CD45,0.744828261130903,0.43911353291025684,13216,0.1286629412566444,0.5428426129997472,0.5220901028343901,0.0,1.3173841659225576,1.3166589088377845,0.005,1.317021537380171
LAG-3,PD-1,0.7421493421177126,0.5533868285982795,15310,0.14904885219727798,0.4652131209176725,0.6986879802679365,0.0,1.2974252309036975,1.2944396171954142,0.005,1.295932424049556
CD16,CD45,0.7361072469256198,0.24407011043124252,10012,0.09747074514690707,0.3874974829510423,0.4933164399436153,0.0,1.179709753452458,1.1680666353658002,0.005,1.173888194409129
CD3E,CD31,0.7329554782438037,0.2725138018036022,10909,0.10620339181058822,0.4593949955809675,0.25463420545528537,0.0,1.5267562769424738,1.5236949315669728,0.005,1.5252256042547234
LAG-3,CD8A,0.7294651228808163,0.588743913097765,18861,0.18361922934636576,0.42029782774412544,0.6580627723830955,0.0,1.2781235628067749,1.2674013335668677,0.005,1.2727624481868212
alphaSMA,Vimentin,0.7163609402031073,0.2600561963916001,10551,0.10271812145875114,0.28474401000535166,0.39604314475658947,0.0,1.3387254319616286,1.349960781467335,0.005,1.3443431067144818
E-Cadherin,HLA-DR,0.7044027885939677,0.29555008715267095,11530,0.11224907027005977,0.2638367789128406,0.4116312236949973,0.0,1.2015146122658285,1.198929994903634,0.005,1.2002223035847313
CD3E,CD45,0.7009076117579626,0.3948786328507674,14511,0.14127027395393213,0.288844024821569,0.5361412479522932,0.0,1.2355993297337138,1.2550627583392404,0.005,1.245331044036477
CD3E,CD138,0.700375531713372,0.24010700760865789,6911,0.0672812944177262,0.3212143259203959,0.3589774789016103,0.0,2.2663147429259074,2.257129599246528,0.005,2.261722171086218
CD3E,CD8A,0.6991532903482028,0.4233761182419292,15239,0.1483576393621371,0.3164223776344766,0.6149978130426398,0.0,1.265123974983042,1.2831879316998798,0.005,1.2741559533414608
LAG-3,CD45RO,0.6991467998146841,0.5084574151280524,17074,0.16622208376331316,0.3732771235955404,0.6156213166040658,0.0,1.2129833217147874,1.2041012985005906,0.005,1.2085423101076889
CD3E,CD45RO,0.6980387388061333,0.4430451393802179,15655,0.15240756245253997,0.31628357587403155,0.552697437681892,0.0,1.2598412083365358,1.2786682382687773,0.005,1.2692547233026565
LAG-3,CD45,0.6880927408944817,0.44581357712728203,15702,0.15286512587861914,0.3391398681360671,0.5475481127444283,0.0,1.2349851081519159,1.229840701315348,0.005,1.232412904733632
CD138,CD31,0.6869368021114817,0.26641368941075394,7442,0.07245078759321638,0.28032352814331524,0.37481150892439963,0.0,2.4769819352536775,2.485019109814886,0.005,2.4810005225342815
CD68,CD45,0.6864536333032838,0.17627484279616285,7681,0.07477754629178918,0.21064460101778842,0.39236983369927364,0.0,1.1329546236784256,1.110996198890401,0.005,1.1219754112844131
CD163,CD45,0.6784310122182704,0.19335058637010094,8293,0.08073560622286259,0.21052473804308255,0.37648203572382977,0.0,1.1600143520585262,1.1445923832870737,0.005,1.1523033676728
alphaSMA,E-Cadherin,0.6776258689656305,0.2943880827019391,11462,0.11158706361105161,0.25833572884446726,0.44702514319009623,0.0,1.1867257364140134,1.2005421801223999,0.005,1.1936339582682067
E-Cadherin,PTEN,0.6740355603933171,0.1637277274508448,7103,0.06915048969021982,0.11273078185857602,0.22154304866026256,1.1929407018705162e-287,1.1776235734884086,1.191531582397139,0.005,1.1845775779427739
CD3E,CD45RA,0.6724706719649842,0.31033206607677555,9224,0.08979925621604783,0.2100118114315368,0.42125826936881916,0.0,2.163698379165148,2.125579666528717,0.005,2.1446390228469325
CD16,E-Cadherin,0.6721007910761931,0.2819102897001171,11074,0.10780973149788742,0.28610442338957776,0.3512187493898206,0.0,1.1030050900027497,1.10805012753452,0.005,1.105527608768635
VISTA,CD45,0.6613684772899248,0.23223532271788014,9553,0.093002200198602,0.22925591175822407,0.409956335448548,0.0,1.1032093759930466,1.0952764533349868,0.005,1.0992429146640168
CD45RO,E-Cadherin,0.6595046930604154,0.22767976966059097,9331,0.09084094316478125,0.1947162116259604,0.3415375972152092,0.0,1.1266576560013422,1.1502149056326731,0.005,1.1384362808170077
CD68,E-Cadherin,0.6589575605101489,0.2606679960119641,10458,0.10181272999863704,0.21340112089380475,0.3116527597713813,0.0,1.1351306217249404,1.1330529813089256,0.005,1.134091801516933
CD163,E-Cadherin,0.658588876619696,0.262296311106668,10495,0.10217293950427384,0.20513509753674458,0.3268925975308608,0.0,1.1759577644645594,1.1785244433597934,0.005,1.1772411039121764
E-Cadherin,Vimentin,0.6580828876527771,0.20635677015081844,8661,0.08431823049514203,0.1958845910468929,0.26381944213074077,0.0,1.1036857116970205,1.105887226663126,0.005,1.1047864691800733
VISTA,E-Cadherin,0.6574631078959844,0.25444603305992425,10144,0.09875581689674644,0.26593483292976206,0.30169918934064716,0.0,1.0895742339173882,1.1033625698021383,0.005,1.0964684018597632
alphaSMA,PTEN,0.6565958036895093,0.17453112759780656,7575,0.07374559473509998,0.14559551810707155,0.21770709243501357,0.0,1.2042078781443402,1.2335003897279953,0.005,1.2188541339361678
CD138,CD45RA,0.6413249484671464,0.3510718206506038,6076,0.059152242060787785,0.16395979799322213,0.4675030735898023,0.0,3.451834757512123,3.400186739340405,0.005,3.426010748426264
CD3E,PD-1,0.6402904000143581,0.37219617285515144,11748,0.11437138573570357,0.22571384866395583,0.48370397942323606,0.0,1.1910394799002841,1.2164546885320748,0.005,1.2037470842161795
Beta-catenin,PTEN,0.638882753921034,0.17616467250972834,4844,0.04715823906228704,0.2714123407111157,0.27100660307488084,0.0,1.6250955925964738,1.6749294412494975,0.005,1.6500125169229856
alphaSMA,CD45,0.6329344408995371,0.26386379946054295,10663,0.10380848536770576,0.20691746040463235,0.38542873722046045,0.0,1.0533326181382032,1.044364957327815,0.005,1.048848787733009
CD4,CD45RO,0.6296228199270029,0.2628692106884111,8962,0.08724858350045757,0.1646952938561167,0.38223338304526355,0.0,1.426517016366483,1.4223051752415552,0.005,1.424411095804019
CD11c,CD45,0.6263761617858468,0.1742928452579035,5447,0.05302868046496233,0.17804374301439643,0.26896980609236515,0.0,1.4073081545581358,1.3926564891238222,0.005,1.399982321840979
CD45RO,HLA-DR,0.6263642429615053,0.1488162344983089,6600,0.0642535874919683,0.038082136974666794,0.2923219144093274,2.7668133326848535e-34,1.139301603759991,1.1620834150271746,0.005,1.1506925093935827
PD-L1,CD45,0.6257856587990245,0.14380028139543274,3986,0.03880527268833116,0.19965802780564085,0.24179167488424472,0.0,1.6434202699918168,1.6236730143591374,0.005,1.6335466421754772
PanCK,PTEN,0.6176201067250207,0.21819049133407536,6861,0.06679452481551432,0.17496126846914434,0.28486910478720456,0.0,1.4115550153751328,1.3359022512601089,0.005,1.3737286333176209
CD11c,CD45RO,0.6164833141706683,0.1555908009516257,4905,0.047752097976985534,0.12751146248159986,0.22992842710632924,0.0,1.4399451857954289,1.4178687421296905,0.005,1.4289069639625596
LAG-3,CD3E,0.6153543483895159,0.34210110168151386,12980,0.12636538873420433,0.14985115771565638,0.4700573290237144,0.0,1.1222005366988472,1.0932132612333325,0.005,1.1077068989660899
VISTA,HLA-DR,0.615192573591693,0.2602518164626257,10459,0.10182246539068128,0.21184199481357668,0.31120661121855,0.0,0.9987682280393451,1.0157915335589045,0.605,1.0072798807991248
VISTA,CD16,0.6140625814658509,0.2515439371016146,10142,0.09873634611265796,0.20895373967571873,0.3075403579027905,0.0,1.009964748413606,1.0195069261669867,0.02,1.0147358372902964
LAG-3,GranzymeB,0.6129070636222598,0.1051349470265254,2719,0.026470530968282092,0.2718834164955125,0.2777591965390948,0.0,1.2838815826285601,1.2907983382045476,0.005,1.2873399604165539
CD4,CD45,0.6075541783498571,0.25839433019635183,8896,0.08660604762553788,0.11688957991061213,0.3657402857844293,2.99739649105411e-309,1.3707746392212357,1.3660633988744921,0.005,1.368419019047864
Beta-catenin,Vimentin,0.6060079160032837,0.13690288713910762,3912,0.03808485367705758,0.18265787591232138,0.20071093506243246,0.0,1.406803733130693,1.4507528849773483,0.005,1.4287783090540207
PD-L1,CD45RO,0.6051570898665184,0.125205812871358,3498,0.0340544013707432,0.14383031750600025,0.2278234783273882,0.0,1.486574999611914,1.4635514437368027,0.005,1.4750632216743584
CD11c,HLA-DR,0.6050131770945151,0.16504052121404736,5193,0.05055589088572597,0.17056907624098763,0.23263134190229925,0.0,1.2888497050152488,1.30826344189627,0.005,1.2985565734557594
PCNA,CD45,0.6042585914497107,0.16382524095290052,7207,0.07016297046282054,0.05785029469746617,0.027527731015572533,1.1033783155229182e-18,1.0786850672121682,1.0492281006187583,0.005,1.0639565839154632
alphaSMA,VISTA,0.6040421143128063,0.21779599710634193,9032,0.0879300609435542,0.13756808117731065,0.26123681559442813,0.0,1.084261729995445,1.085045784698119,0.005,1.084653757346782
CD8A,E-Cadherin,0.6029230303972903,0.1728801763136527,7452,0.07254814151365875,0.10608654568617545,0.17554149245953066,8.397133447198583e-255,1.007035098609455,1.0293934107344012,0.04,1.018214254671928
PD-L1,PD-1,0.6023420406442086,0.13430412986392934,2813,0.027385657820440428,0.20554608112841957,0.20400113534554637,0.0,1.4855372221675325,1.4662859244892543,0.005,1.4759115733283934
CD11c,E-Cadherin,0.6018984734105324,0.1794636717854687,5481,0.0533596837944664,0.14955054469181805,0.23149768721313163,0.0,1.3158487182270602,1.336203539752938,0.005,1.326026128989999
CD8A,PCNA,0.597463789168208,0.18579538871509674,8018,0.07805837341069725,0.1507402568617979,0.07443848842007501,3.8787720825315015e-126,1.0312039663454637,1.0634522985282813,0.005,1.0473281324368724
PD-L1,CD8A,0.5971322236078312,0.11302789684491603,3217,0.03131875620631243,0.1613363974711553,0.1843959017641505,0.0,1.408057509018331,1.3846801354983755,0.005,1.3963688222583532
CD45RA,CD31,0.5955409748238203,0.2569225262746884,7896,0.07687065558130025,0.10711340004184261,0.2822044655110614,9.567727607414466e-260,1.887139458530287,1.9341269883225336,0.005,1.9106332234264103
GranzymeB,PD-1,0.5955316154272474,0.13179340493280803,2442,0.02377382737202827,0.16656505540178626,0.2890020056946439,0.0,1.2796678840601805,1.2654166356504906,0.005,1.2725422598553355
CD68,VISTA,0.595404809632145,0.24699832693632517,10039,0.09773360073210148,0.1648145790997048,0.2983997954492786,0.0,0.9912435937957272,0.9682613572025097,1.0,0.9797524754991185
PanCK,Vimentin,0.5949188405665062,0.18390344530311895,5973,0.05814949668023131,0.18898251672153255,0.21868824331855552,0.0,1.1761078706445776,1.093974691813062,0.005,1.1350412812288198
CD16,CD45RO,0.5918301444639195,0.16103652539853167,7041,0.0685468953834771,0.04620143353047358,0.21006172775345977,1.1696624914419666e-49,1.0994928900417296,1.0840166560133,0.005,1.0917547730275148
PD-L1,CD16,0.5909819169261284,0.12844595805699946,3583,0.034881909694503395,0.1601175265828615,0.20422501278864733,0.0,1.3559220378742949,1.3568095085277454,0.005,1.3563657732010201
PD-1,PCNA,0.5907711868966867,0.16456650511577814,6112,0.05950271617438034,0.1238183762826185,0.10942265391640284,4.855026915902296e-271,1.0689591433313954,1.0967664087666726,0.005,1.082862776049034
CD4,E-Cadherin,0.5906980353571416,0.25546822102505223,8678,0.08448373215989408,0.10012728300221764,0.2934589684631643,4.503714093448788e-227,1.308609285188644,1.3295320202545948,0.005,1.3190706527216194
PD-L1,CD163,0.590607126425776,0.12127765173000567,3421,0.0333047761833369,0.16750181239361933,0.19161592107452882,0.0,1.3333530816100132,1.3367055424629712,0.005,1.3350293120364922
PTEN,PCNA,0.5894827196886236,0.14393803724928367,6430,0.0625985708444479,0.002114958593447749,0.11846245743355006,0.4978799219529396,0.9922512664868394,0.9986496393124484,0.93,0.995450452899644
GranzymeB,CD8A,0.5891779606344799,0.10434982035012613,2730,0.026577620280768707,0.15300533946770428,0.23761515577016704,0.0,1.2611287545931653,1.2441282444209536,0.005,1.2526284995070593
CD163,VISTA,0.5887340890151888,0.22621441550575408,9337,0.09089935551704667,0.11325552247232921,0.25202376740840443,2.4856392068210656e-290,1.0264333301747641,1.015621451691677,0.005,1.0210273909332206
CD45RA,CD45,0.5885897743571665,0.10274922846060194,3629,0.03532973772853833,0.11127542316879137,0.10569233790290453,6.440935754526747e-253,1.1957774831614296,1.2400737113775262,0.005,1.217925597269478
CD138,PCNA,0.5881932171653431,0.12293196357104591,3901,0.03797776436457096,0.12422396585503837,0.09388867124580558,8.616653786667068e-200,1.3828938546300054,1.4354199262668728,0.005,1.409156890448439
CD8A,HLA-DR,0.5876713032118492,0.11310908656041399,5202,0.050643509414124106,-0.021759260845157447,0.1656107274704305,3.069441314042379e-12,1.0644501972114293,1.0866708811982668,0.005,1.0755605392048482
PD-L1,HLA-DR,0.5869274522213963,0.11160259785852203,3179,0.030948811308631398,0.12326651101757977,0.18590614726266297,0.0,1.3435112243070408,1.3510439440472455,0.005,1.3472775841771432
CD11c,CD45RA,0.5862680126351618,0.10129154624277456,2243,0.021836484355224985,0.09922048063005737,0.07983004065966078,7.862401816115436e-145,1.603814604520377,1.5364122123765125,0.005,1.5701134084484447
PanCK,E-Cadherin,0.5848164074394618,0.10335751052877866,3534,0.034404875484335753,0.16478600861481654,0.07304679674153113,1.5848328336665783e-121,1.3184829246252454,1.2465934096449456,0.005,1.2825381671350955
CD3E,PCNA,0.5843413175595611,0.20815536729829862,8821,0.08587589322222006,0.0857348033912545,0.0735721376833685,2.9484731831568233e-123,1.0654663010591923,1.109031709151736,0.005,1.0872490051054642
alphaSMA,CD16,0.5827762348485435,0.20682125649728242,8714,0.08483420627348663,0.1299608810587199,0.21298175125319255,0.0,0.9652959421206605,0.9689510819489118,1.0,0.9671235120347861
alphaSMA,HLA-DR,0.582632043565964,0.21351119988586104,8979,0.0874140851652096,0.12110165122167116,0.24718819648723084,0.0,0.9449220985965968,0.9532520367334204,1.0,0.9490870676650086
VISTA,Vimentin,0.5825190888558535,0.14823364337927444,6550,0.06376681788975642,0.04682839428414833,0.0499148336853986,5.734613276980629e-51,1.0969963773379456,1.1135449742215362,0.005,1.105270675779741
GranzymeB,CD45,0.5811825192985769,0.0902167766258247,2393,0.02329679316186063,0.12488077889361632,0.19453911000942783,0.0,1.2949535833255015,1.2856899846496037,0.005,1.2903217839875527
PD-1,E-Cadherin,0.5803162504790258,0.13859958340009615,5190,0.050526684709593254,0.0777679526218195,0.14023648228394717,1.5875186414202196e-137,1.0397416853575576,1.0597773071229857,0.005,1.0497594962402717
Beta-catenin,CD31,0.5797297738750982,0.124575470046567,3558,0.03463852489339746,0.21215126015028007,0.14115089577097775,0.0,1.1492770475821323,1.1430776278233905,0.005,1.1461773377027615
Beta-catenin,alphaSMA,0.5790647981740407,0.07621462893753336,2284,0.02223563542903873,0.10739423349791455,0.06087362238702192,6.390750074477511e-85,1.285941091618265,1.3074465776104667,0.005,1.296693834614366
GranzymeB,CD45RO,0.5784869108872599,0.09606702884688958,2511,0.024445569423080668,0.1159809504578619,0.2136756117972477,1.8385155588064574e-304,1.2305092341687414,1.2152346267504694,0.005,1.2228719304596054
alphaSMA,PD-1,0.5782684214343576,0.18156164383561643,6627,0.06451644307716271,0.11596512680386965,0.19940921499737715,2.2258979719329786e-304,1.0802530022927697,1.0740128122152783,0.005,1.077132907254024
alphaSMA,CD8A,0.5778635314954693,0.20305429864253394,8616,0.08388013785315135,0.10694547527067942,0.18545791282822227,6.202010089206608e-259,1.051721825523728,1.039780833131594,0.005,1.045751329327661
VISTA,PTEN,0.5773385450860868,0.1134317846688822,5154,0.0501762105960007,0.00394946359065984,-0.041816444110634475,0.20559230511563192,1.0867543148926462,1.1218816838466006,0.005,1.1043179993696235
PD-L1,E-Cadherin,0.5756872306021816,0.1048283720267768,2944,0.028660994178235557,0.12507656503141368,0.17354490367174663,0.0,1.2303073723730928,1.2324305391254902,0.005,1.2313689557492915
alphaSMA,CD45RO,0.5754884437836522,0.208434422720137,8763,0.08531124048365428,0.08955675190404735,0.2452871107770828,6.776528730857324e-182,1.003899135564356,0.9902094571863814,0.995,0.9970542963753688
VISTA,CD45RO,0.575424054169003,0.17548727035344586,7527,0.07327829591697657,0.016749426463989546,0.20603075214417346,7.941901261856942e-08,1.1049973622333367,1.0924006552291554,0.005,1.098699008731246
PD-L1,CD68,0.5741977985674395,0.107036843024271,3065,0.02983897661558831,0.1215969838042393,0.16641219357617226,0.0,1.2290556317039714,1.2440559169727994,0.005,1.2365557743383855
CD20,CD11c,0.5740523471942858,0.05513396314077745,712,0.0069315991354971865,0.08536004751549026,0.09171483522835545,2.245060676322165e-165,2.686070475384853,2.786477541434638,0.005,2.7362740084097457
Vimentin,CD45,0.5718095439731674,0.12843915634828124,5840,0.05685468953834771,-0.05055181737265993,-0.017518007171354388,1.9676435905628992e-08,0.9735967951635303,0.9550556616209335,1.0,0.9643262283922318
PCNA,Vimentin,0.5707811107557811,0.13823738450604123,6224,0.06059308008333496,-0.005788045839158596,0.06587699410172092,0.06359032389231424,0.983543470176908,0.9680243757204349,1.0,0.9757839229486714
CD4,CD3E,0.568581845219468,0.1549104286628279,5811,0.05657236316906482,0.08701345397948736,0.1706696778704721,8.679243718901567e-172,1.3815043324947525,1.3633834702973262,0.005,1.3724439013960392
CD163,CD45RO,0.5683943741036765,0.13406539558089808,6019,0.05859732471426624,-0.02735110232486024,0.13761817191452735,1.827327228280874e-18,1.116844454372925,1.099409774583382,0.005,1.1081271144781535
CD4,CD11c,0.5682915463196928,0.1811350197109067,4411,0.04294281430713215,0.05738868118652677,0.21592306154899094,1.137125567321556e-75,1.6809983162738151,1.6954734047329305,0.005,1.6882358605033727
LAG-3,E-Cadherin,0.5677653670616213,0.19804482594182166,8306,0.08086216631943768,0.071757398480784,0.18687882860473276,2.4780803348835556e-117,1.0276852401491068,1.0415516182745812,0.005,1.0346184292118439
CD11c,VISTA,0.5669116949941643,0.1471802362504763,4635,0.045123542125041376,0.09161046306472849,0.1725522014934442,2.8430985012574085e-190,1.1626957441750767,1.1715837228539536,0.005,1.167139733514515
PD-1,HLA-DR,0.5668427670445451,0.0849463443987564,3388,0.03298350824587706,-0.0163487061800856,0.10020442592697601,1.6058586944180538e-07,1.1100440972191152,1.127735429747836,0.005,1.1188897634834756
CD20,CD45,0.5655557192265998,0.04905281179053928,1318,0.012831246714305185,0.08040275863473861,0.11918747688680005,6.7981923086508e-147,1.8473884419498665,1.8731975451829896,0.005,1.860292993566428
CD20,CD45RO,0.5654817160343463,0.04397576845411712,1176,0.011448821044023443,0.04518731718080917,0.09119028984458671,1.4095867925340785e-47,1.9210498778552831,1.9564254115558948,0.005,1.938737644705589
CD68,alphaSMA,0.5653079955797906,0.20289718525497585,8614,0.08386066706906287,0.10026958435402501,0.2028064986747652,1.0243610185100682e-227,0.9468084620329932,0.9333228376680559,1.0,0.9400656498505245
LAG-3,PCNA,0.5650173947023065,0.17689797996158918,7645,0.07442707217819662,0.09766343500077428,0.07911330423145513,2.8612074436491397e-142,1.0592053373502017,1.0856558225219548,0.005,1.0724305799360783
CD11c,CD16,0.5645302435629403,0.16497907816143353,5165,0.05028329990848732,0.10479192046674461,0.2006106433476381,1.222459209384063e-248,1.1096441891179805,1.1257905787542115,0.005,1.117717383936096
CD11c,PD-L1,0.5635281797370135,0.10442569091026219,1621,0.015781070503709183,0.10028720273542321,0.13202928206938383,8.526360532020396e-228,1.6874197752692581,1.6999455828949748,0.005,1.6936826790821164
CD45RA,CD45RO,0.5610454437050512,0.08921179352876574,3168,0.030841721996144784,0.014287162044975314,-0.007812019417994714,0.012289089627872384,1.2470838013536156,1.2916471275668373,0.005,1.2693654644602264
LAG-3,HLA-DR,0.55904959114318,0.14138944345992507,6303,0.06136217605482973,-0.009748905703351062,0.15239571375363725,0.0017809161473675793,1.0915258363533056,1.1057564596256866,0.005,1.098641147989496
LAG-3,PD-L1,0.5584727787237856,0.11701445765971084,3286,0.03199049825736482,0.06353680363001465,0.17789200572101385,2.334719353830276e-92,1.339580291927851,1.3528165467253284,0.005,1.3461984193265897
CD4,CD45RA,0.5582898921390947,0.11561982876465933,3214,0.03128955003017971,0.04434436883267529,0.08434686389421828,6.980815125589542e-46,1.6416373053041742,1.5967692177981618,0.005,1.619203261551168
Beta-catenin,E-Cadherin,0.5577237082698604,0.07134183363691561,2115,0.02059035417356257,0.06962744591040337,0.07485912883806761,1.4379289267902293e-110,1.2733128190908818,1.296370148852816,0.005,1.284841483971849
CD8A,CD16,0.5566334968098553,0.1215259454705365,5527,0.05380751182850133,-0.049233411657031705,0.06384944499306996,3.7324669390296557e-56,1.0495764194326036,1.0655269488281336,0.005,1.0575516841303685
HLA-DR,PCNA,0.5566156639717036,0.10825155434241027,4997,0.04864775404505539,-0.05775061915028408,-0.004845660682715456,0.12042135311448651,1.0216353192916747,1.0354925428453219,0.005,1.0285639310684984
LAG-3,alphaSMA,0.5565312268330705,0.2215775027688159,9203,0.08959481298311883,0.045141349514939214,0.23760862599199675,1.747156068813157e-47,1.0360196017737877,1.0377753147097053,0.005,1.0368974582417465
Ki-67,Vimentin,0.5556703648427381,0.12932482364796774,3850,0.037481259370314844,0.054837324110103086,0.15252908929763465,3.0341437280629244e-69,1.269419838960346,1.2604535392063074,0.005,1.2649366890833267
CD4,CD163,0.555572380334298,0.27530077848549184,9336,0.09088962012500243,0.0347406765701812,0.27531575140477743,8.240822827533009e-29,1.1266697057004873,1.1451466526968659,0.005,1.1359081791986765
CD4,CD20,0.5550363385483127,0.0608171817705605,1161,0.011302790163359878,0.038279461583999946,0.12998097026455885,1.2682038644230506e-34,2.8288364942474242,2.7651157792084637,0.005,2.796976136727944
Ki-67,PCNA,0.5549858632455037,0.17118691458129456,4898,0.04768395023267587,0.06125947678098604,0.23645471154613137,5.594674212523023e-86,1.1403475053277068,1.145338970807078,0.005,1.1428432380673925
PanCK,Ki-67,0.5544859965774136,0.08297171537616982,1587,0.015450067174205105,0.1422901668500851,0.0696125249659319,1.6010152450972397e-110,1.2152333867029383,1.145695031797159,0.005,1.1804642092500486
CD45RO,PCNA,0.5532259096672805,0.16355577894039433,7159,0.06969567164469713,0.05684585291732706,-0.013806782677144016,9.636081319531411e-06,0.9797927635144454,1.0101113095966172,1.0,0.9949520365555313
E-Cadherin,PCNA,0.5528739845937451,0.10874097482827484,4955,0.04823886757919742,-0.061056357479199824,0.0025530286831230665,0.4132269484884381,0.9626805074285874,0.9769338545183053,1.0,0.9698071809734463
CD3E,GranzymeB,0.5521430851572826,0.08861950833866657,2354,0.02291711287213536,0.05805307183314183,0.18533511477527972,2.159731650218015e-77,1.1101312217376422,1.1443428639564803,0.005,1.1272370428470613
Ki-67,PTEN,0.550866502827379,0.10844729957945627,3275,0.03188340894487821,0.05883470974514673,0.11637687848287354,1.922264127017968e-79,1.2990366657265784,1.2986651553575745,0.005,1.2988509105420765
CD3E,VISTA,0.5505591053827469,0.16487026865534438,7174,0.06984170252536069,-0.0009145823913511884,0.16357067437840594,0.7694327686720049,1.0520063005247442,1.0838565216849654,0.005,1.0679314111048548
CD8A,Vimentin,0.5502404166596764,0.13543373333923747,6117,0.05955139313460153,0.008385886384808625,0.021686287321567507,0.007195425533315688,0.962587091020932,0.9814595097237151,1.0,0.9720233003723235
CD68,CD45RO,0.5501640630504346,0.10620294634527348,4895,0.04765474405654316,-0.0732546147322515,0.10089611020785201,3.2882015423746246e-122,1.0729078073464697,1.047586925985517,0.005,1.0602473666659935
CD31,CD16,0.5492798057599411,0.1518579086036159,6686,0.06509083120777273,-0.057062318269779984,0.16951777461587367,7.8367880189289045e-75,1.027592166328616,1.0788732595645834,0.005,1.0532327129465997
PD-1,Vimentin,0.5490365735374892,0.1061734693877551,4162,0.04051870168811698,0.011608141602001507,0.06004222026001107,0.00019886913686121288,0.9748912697822094,0.9877550992063602,1.0,0.9813231844942848
CD4,VISTA,0.5456157064548938,0.17602398701620223,6399,0.06229677369107654,0.01920165788453593,0.1546625537028086,7.528791691096664e-10,1.1324451354091318,1.1474111665622841,0.005,1.139928150985708
CD20,CD3E,0.545576654619215,0.04396459128115856,1187,0.011555910356510057,0.019937181094422628,0.11166894632972532,1.6550226662746902e-10,2.031161632560853,2.052165001639191,0.005,2.041663317100022
CD4,HLA-DR,0.5445865317250113,0.2559630897800476,8821,0.08587589322222006,0.009448319295493945,0.23457441222940817,0.0024602831537546836,1.1000827950625054,1.1201527723646383,0.005,1.1101177837135718
PTEN,CD45,0.5444124685108515,0.06743026433831967,3232,0.03146478708697599,-0.1962296247772415,-0.2205667624981664,0.0,0.9108119420422963,0.8805914150651458,1.0,0.8957016785537211
