,pearson_r,pearson_r,jsd,jsd,rmse,rmse,mae,mae,gex_rmse,gex_rmse
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
CITEgeist_achievable_7,0.4125,0.1229,0.4071,0.0194,0.1686,0.0082,0.1176,0.0071,0.7651,0.0611
CITEgeist_autodiscovery_achievable_7,0.1437,0.1286,0.5858,0.0367,0.22,0.0159,0.1448,0.0101,,
Cell2Location_achievable_7,0.3845,0.0921,0.4219,0.0053,0.212,0.0083,0.1356,0.0045,0.5392,0.0448
RCTD_achievable_7,0.1711,0.0366,0.5281,0.0165,0.2489,0.0108,0.1709,0.0061,,
Seurat_achievable_7,0.0601,0.0929,0.6727,0.0254,0.3703,0.0162,0.2314,0.0086,,
Tangram_achievable_7,0.0507,0.1554,0.4736,0.0542,0.2041,0.0254,0.1505,0.0218,0.5289,0.0528
