,CD4+ T cells,CD8+ T cells,Macrophages,B cells,Endothelial,Epithelial,Fibroblasts,assigned_type,confidence,doublet_flag
abccfckh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.237186866340955,True
abcdgkfl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2266737066850309,True
abcejpga-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3123026907553571,False
abcfclnc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4079460235180105,False
abcfhnio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2946973012565573,True
abcioiih-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.212254876975769,True
abcobbpa-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abcodpko-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2414942386935065,False
abcofcdn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2672424320523262,True
abdbahgd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abdcfndd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abdddkoi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abddebei-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2492572710332504,True
abdfbljf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abdiiebk-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2005952693718241,True
abdjnhdl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2557185359713332,True
abdkadjb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3610640147834378,True
abdknamf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2277313358898016,True
abdknhfl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2647469879890402,True
abdmjcnk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2054327984151878,True
abdocnif-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4390955875402981,True
abdofobl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abdplofc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4613457692189636,True
abedkdma-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2135265058701795,True
abedkhnp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1528747925159708,True
abeeoiaj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5689732652535795,True
abefnbob-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4458466330370395,True
abegcoop-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.246009373713188,True
abehcini-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.3413597929993431,False
abehofpg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2221822455990013,True
abehpebl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2070745038230623,False
abeilofb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3340808992980352,True
abeiobke-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2804463717083412,True
abemejdm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2956660686438604,True
abendghj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4191984529377742,True
abeoflkl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3751333504000966,False
abeolaio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4179489985933818,True
abepdkfm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abfbemfd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3301976176619856,True
abfbnnia-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2794914792381351,True
abfcopdg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2763931976567342,True
abfdhieb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2969111915985142,False
abfdibjc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2812813167391387,True
abfdkfap-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.6228317089557356,True
abfdldlf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2493897429448505,False
abfedhkc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2297574637481028,True
abfeobpm-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2115036725947791,True
abfgbkln-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abfiafgn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2133443481441013,True
abfifkek-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3871696753472261,True
abfigcbf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.188913805557696,True
abfkcico-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3277229311516783,True
abfkdiio-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4040057149566993,True
abfnipfj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3049973039687214,False
abfnpbfh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2010756688584514,True
abfohagd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4331178638597008,True
abgabahi-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2403103739080591,True
abgbpada-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abgckolf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2236131185784228,True
abgeceja-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2525878467820744,True
abgefokl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4073235209209633,True
abgfbakk-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1858102755637029,True
abgfjkin-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2222397585101555,False
abgfkkea-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3142336363036556,True
abgidgha-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5008162471628673,True
abgjfend-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2799737662417744,True
abgoapln-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3097182006492396,True
abgooflk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2199741929915873,False
abhbenbp-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.5910821024833501,False
abhccgmi-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3279760281406974,False
abhegako-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2332254105232757,True
abhfdpde-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.21024427800852,False
abhfjjnh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abhfmbhn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2309510101085141,False
abhgadnc-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2227391828686082,False
abhghoej-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2172149438390253,True
abhhepjj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2530296219182851,False
abhjmkjk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abhjnhid-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2782110342377074,False
abhlpcoa-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.6680803131502141,True
abhmipbd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2122377046804393,True
abhmkcbm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abhmkplo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2084677669920929,True
abhohhfl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3985227647169536,True
abhongln-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2436855679743302,True
abhpegdd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abhpjiom-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2219050753096046,False
abiaildi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abibdnge-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abicphek-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1920618426015985,True
abidmacb-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1796235451183697,False
abieknic-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3053455961801059,True
abifahjo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abijaijg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2562665392018686,False
abijepio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.302690430390006,True
abijljme-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4819179359670906,True
abikgoni-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2250357843484274,False
abikhjcc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5136259615811513,True
abiknpap-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1813045917329923,True
abinnecd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5109500329044238,True
abiohdgg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2026768160830777,True
abiplpfo-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2904374582452486,True
abjafnhe-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1988957498632333,True
abjanljk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abjaobil-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2464923573385269,False
abjdlplg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.449824144774533,True
abjfakpg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.354245610653665,False
abjhephj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abjiaech-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abjjhfbn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2379925846615882,False
abjjhnmn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3053506450634313,True
abjjjdgk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4673933449609035,False
abjjjpjo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3603085394832555,True
abjjophi-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2191528400685093,True
abjkleod-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4246385359563173,True
abjkmijh-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1593377891782881,False
abjllici-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3062231512504351,True
abjnafgm-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.3898225170132602,False
abjomafn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1898494333569871,True
abjpgjif-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abkbmopa-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.3160141262971389,False
abkfcnmn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2163049581790477,False
abkfjnjm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.202842789243147,False
abkjkhfe-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2501349506543403,True
abkjmkjl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abkmmedo-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2033317094653647,False
abknfffd-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1585280025796379,True
abkpgemj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.455617676481081,True
abkpgoed-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2992013891632134,True
ablandaj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2667585971064842,True
abldjaif-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4175724102573159,False
ablemnbo-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3946767953022978,False
ablfhhcg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2588291650191062,False
abljedjg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.403757693715363,False
abljfago-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2699555466085769,True
abljidic-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.237144623468965,True
abljpman-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5355249019265241,True
ablnebgl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2082436418364901,False
ablnmbdl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2580052944279319,True
ablnocga-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2817049512733263,True
ablplgeb-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4732953831700675,True
abmanfkp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.499028030103938,True
abmcjaeo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1604669649921246,False
abmfiagp-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2144623419146936,False
abmgemkh-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.276053742401828,False
abmimlbc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3127114051617178,True
abmmbapf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3724804764382872,False
abmodbdn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2473867262574756,True
abmpojlj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2376226517787213,False
abnagfjl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2357608766066352,False
abnagmio-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2825515418951715,True
abnbmhih-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2599323934075978,True
abncaikh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abnedloc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4845359253234589,True
abngcfpa-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2794932979430437,False
abngfjip-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2256074273168134,False
abngjcdp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2091544497443483,False
abnhnccg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4437498289564167,False
abnihnfl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2557234387697331,True
abniibjk-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3781787187519754,True
abnmgjbh-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abnndgdl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abnogieo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3956280803969421,True
abnoglfo-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1954984818488563,False
aboalckl-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1828386408795297,True
abobjgkl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3018289261165253,False
abobjjpc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2075631056141489,False
abocfflp-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.6965555521843124,False
abocfglf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abodcchd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abodkkkh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3623137104166127,True
aboeaehp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.6154052070859994,False
abofecbe-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abofhmlp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2002960645208052,True
abofjmok-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3055079725646103,True
aboflcle-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3539750223305127,False
abogdigf-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1645775861127272,True
abohhlbn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2225457328548127,False
aboknpip-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2935065419728109,True
abolcfnd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abolhfek-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3503120876589531,True
abomdfhh-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2312504995891645,False
abomlfnc-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abpbcfnn-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abpccffk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2141314666925895,False
abpdljlk-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2077726820791306,False
abphflfl-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
abphojda-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7039618178987557,False
abpimllh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.439117773788105,False
abpjmheh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3474874237044685,False
abpjmlcm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.7241714428602269,False
abpnckbj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3621204766228358,True
abpncnck-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4068051961762053,True
abpoodcc-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3133672970265702,False
acaagkkc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.6078062841195844,True
acabcfdb-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2964747905123507,False
acabjiad-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5373245336706205,False
acaealmc-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4657158305003551,False
acagipei-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3160950765579492,True
acagopdh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2807989308378036,False
acahjlmm-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4079720716798987,True
acailekj-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5013270008829498,False
acaipdca-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3616172123048375,False
acajapkm-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2166158807637129,False
acakbjkj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3829895667377315,True
acakolpn-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1908334853004991,True
acalgiip-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5615358034095321,True
acanpokd-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.6191771490753637,True
acaofimk-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2003803350099068,True
acapafko-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3818055920938648,False
acbamjhb-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3315650588413,False
acbbeejm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5174516962424925,True
acbdklob-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2537038054844536,False
acbdmnnh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1694357943449359,False
acbgelnd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2477749003475199,True
acbgpocm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2042113476710615,True
acbhkeba-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2432990300995643,True
acbhniof-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
acbibkll-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.241147777064306,True
acbkhpke-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
acbmeinh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4498543018184638,False
acbmhbdl-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3304063404530475,False
acbnbdhc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.4266643461848045,False
acbndebc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.6280354380087259,True
acbopjcl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2375051696171582,True
accbclbb-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2149954740165072,False
accbdncl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2164821193043444,True
accdjmbm-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5990525654032495,False
accdpgco-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.3031060382763919,False
accebdhb-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4930683524811461,False
accfljbd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2681584476118427,True
accghdli-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.3313606430159711,True
acchcnlg-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4696309144614828,False
accjamda-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.364042446247115,True
acckpdje-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.5200903454169596,False
accmdhmh-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.2936707642083462,False
accmifga-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4256112875828506,False
accnllak-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B cells,0.4939038482337213,False
accpnklp-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2245812141930835,False
acdddold-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2559507940767719,True
acdfblfl-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.208408206486147,False
acdfjphf-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2521699847631386,True
acdjhail-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.5168118121576888,True
acdomlko-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2583661252898966,True
acdooppl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1865459743670139,True
acdoplae-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2982689138771853,True
acdpdjdc-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.240746954359165,True
aceakngn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4206063090401125,True
acebjphg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2870928156403465,True
acebongg-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5234278061268176,True
aceccfdm-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.215450162133663,False
aceckcgi-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2838496583399925,True
acedbkoc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.548374868139186,True
acedgcgm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5869910938537063,True
aceeapki-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2124397526242927,True
aceeemjf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1244969040410746,True
