marker_a,marker_b,colocalization_score,jaccard_index,co_occurrence_spots,co_occurrence_fraction,pearson_r,spearman_rho,correlation_pvalue,neighbor_enrichment_ab,neighbor_enrichment_ba,neighbor_enrichment_pvalue,mutual_neighbor_enrichment
CD11c,HLA-DR,0.6091526883703287,0.14394997904149784,4121,0.03997361605540628,0.1774225936007055,0.24177319460939584,0.0,1.3544159991261024,1.3683637703725047,0.005,1.3613898847493036
CD11c,CD45,0.6088809855631854,0.12252815160670145,3569,0.03461922729962267,0.15893377488460014,0.2299124588948651,0.0,1.3957751626234023,1.3817610498916166,0.005,1.3887681062575095
CD163,VISTA,0.6069370678650317,0.3079052201355476,11903,0.11545885753639917,0.1526664091740131,0.38368044908397914,0.0,1.0904865651647704,1.0927664104535184,0.005,1.0916264878091444
PD-1,E-Cadherin,0.6045287409117754,0.16689675945681368,6649,0.06449516456015443,0.10491069224933035,0.13592124933623947,4.1979306717965934e-250,1.1941899657109842,1.1802051570013454,0.005,1.187197561356165
CD16,CD45RO,0.6028858120015294,0.184882390039943,7915,0.07677533877178858,0.0716723116094898,0.2145530789475819,1.770405189138842e-117,1.2120488524247748,1.2151153558949164,0.005,1.2135821041598456
CD16,E-Cadherin,0.600673375386588,0.1903599182964337,8108,0.07864743484038683,0.11587054541989472,0.1844615933514161,5.522326886908226e-305,1.0993702699407704,1.0900546603958883,0.005,1.0947124651683293
PCNA,PTEN,0.6003803185549342,0.14832870652492833,6572,0.06374826612864112,0.01788740282313255,0.18720621707545265,9.263269063462764e-09,1.0839657391449422,1.0343262362324506,0.005,1.0591459876886964
CD163,E-Cadherin,0.5983443303305382,0.18768376731823208,7979,0.07739613746811132,0.09143387572999932,0.1881027464429784,3.142337387272646e-190,1.174117815468017,1.1706455297930074,0.005,1.1723816726305123
CD31,E-Cadherin,0.5975147112760512,0.20469670129745776,8551,0.08294452581649578,0.07843520454409364,0.21186648449770273,2.263202440076429e-140,1.0752763277316766,1.0909509730631444,0.005,1.0831136503974106
CD16,CD11c,0.5965039525860931,0.15331799681472305,4332,0.04202031175734531,0.16434602795354422,0.25221013354633237,0.0,1.2995140619988252,1.297410545799816,0.005,1.2984623038993206
CD163,CD4,0.594787603396921,0.2206539562100119,6863,0.06657096020098358,0.07908399892465925,0.2674147652423042,1.1196684077452258e-142,1.3659076729880952,1.3524785036374964,0.005,1.3591930883127958
HLA-DR,PD-1,0.5928668134061459,0.1414606932350159,5832,0.05657028120240948,0.03583858549048711,0.2109778947733627,1.1660120852813297e-30,1.1580580220331103,1.156868407931757,0.005,1.1574632149824335
PCNA,E-Cadherin,0.5913010487985728,0.1588067659496231,6910,0.06702685924359558,0.02953116414540086,0.13289468366221335,2.45073683402056e-21,1.0741342996631695,1.0202297001924858,0.005,1.0471819999278278
Beta-catenin,E-Cadherin,0.5910592303787762,0.16299299668263914,6633,0.06433996488607374,0.10367517260581818,0.12305196710111,2.888913777788898e-244,1.1117933628084442,1.1041662713257119,0.005,1.107979817067078
Ki-67,Vimentin,0.5909650616536775,0.2326717239945963,6717,0.06515476317499733,0.13002719200678942,0.31291271064259407,0.0,1.4000400222952392,1.3869983604561344,0.005,1.3935191913756868
CD138,CD45RA,0.5903464553387523,0.0839344262295082,384,0.0037247921779364262,0.1108415850876958,0.21751666171127138,4.13563164805744e-279,8.37300083704201,8.292444269222072,0.005,8.33272255313204
CD16,CD8A,0.5886393820343541,0.16234883826260246,7169,0.06953915396777667,0.010247471844996988,0.18479702052713642,0.001000753339941759,1.1643948282122094,1.1715222853520995,0.005,1.1679585567821544
CD163,CD45RO,0.5875249137375635,0.17796432318992655,7632,0.07403024453648648,0.01679838036736091,0.19493051294318123,6.892321743175918e-08,1.2905043110427288,1.2890284394090537,0.005,1.2897663752258912
Vimentin,CD45,0.5858166804896794,0.1322525221375391,6004,0.05823867769877683,-0.0518926336546135,-0.0618373739283352,2.06788612182178e-62,1.0603133289941065,1.057556025307502,0.005,1.0589346771508041
CD45RA,CD45,0.5844721992332204,0.07303974221267455,2040,0.019787958445287263,0.12538498078479213,0.13361144286962442,0.0,1.5730957246496013,1.568554778471444,0.005,1.5708252515605228
CD3E,HLA-DR,0.5840599369835335,0.12452434063771159,5694,0.055231684013463574,-0.011268243627070058,0.1995210692082613,0.00029678546488407317,1.098508189525957,1.100993219883711,0.005,1.0997507047048338
CD11c,CD45RO,0.5829485951052784,0.0986285480349345,2891,0.028042641110453667,0.08085291946217284,0.15098192407789116,4.628222245954274e-149,1.4407967733542915,1.4320602004549028,0.005,1.4364284869045971
LAG-3,HLA-DR,0.5806137367182713,0.17506796295443025,7599,0.07371014520869507,0.03379119191464484,0.22866307953687118,1.936691145424479e-27,1.1368901999686225,1.1371015649942726,0.005,1.1369958824814477
CD68,CD8A,0.5799032380929015,0.134557654953205,6096,0.05913107582474077,-0.03844796774062045,0.17642003992755015,4.912028193152702e-35,1.126052220202238,1.1254694959305973,0.005,1.1257608580664176
CD163,CD8A,0.5798047985803826,0.1577469254637284,6965,0.06756035812324794,-0.008210650595018784,0.17343778845584817,0.008381651673208338,1.2202701301350272,1.2225743529919446,0.005,1.2214222415634859
LAG-3,E-Cadherin,0.5789496569299601,0.22065977684730256,9117,0.0884347142871,0.059808949829876376,0.2017539739042549,2.4940265482614046e-82,1.1706068229786493,1.1531623418990555,0.005,1.1618845824388524
CD68,CD45RO,0.5751814861697122,0.14322043434229773,6364,0.06173067036559223,-0.02509062585810077,0.1651701539047734,7.800217228525428e-16,1.1460453152742611,1.1414959520901797,0.005,1.1437706336822204
CD11c,VISTA,0.574091796102582,0.12128377203657985,3488,0.03383352894958921,0.14664687523149988,0.17545271083244218,0.0,1.1364858951733332,1.139548050211488,0.005,1.1380169726924105
PD-L1,PD-1,0.5734883906643627,0.06364909427655058,1409,0.013667271298730273,0.15066955532086188,0.16879758207786155,0.0,1.5227979439840769,1.4981047130751044,0.005,1.5104513285295906
CD11c,CD68,0.5734615779350124,0.11627589035477476,3402,0.032999330701405524,0.07687064240153413,0.19429818856013484,6.853414208086386e-135,1.2469210770903245,1.2619088426670464,0.005,1.2544149598786856
CD20,CD4,0.5731095448468801,0.0275040110016044,360,0.0034919926668153995,0.06023043482572256,0.09037630915654397,1.8078447376073325e-83,3.6394335807689684,3.6946163282030104,0.005,3.6670249544859894
VISTA,alphaSMA,0.5726854101904959,0.14272164762205863,6320,0.06130387126187035,-0.001893878589112973,0.21214043903008012,0.543133369588862,1.085686966251553,1.0458863176766466,0.005,1.0657866419640998
CD3E,VISTA,0.572293834087815,0.16357404021937844,7158,0.0694324541918462,0.015863561309394533,0.17890627713167676,3.510558264394184e-07,1.090685214985489,1.0878855951823179,0.005,1.0892854050839036
CD163,CD3E,0.5722370601326326,0.1348257158100658,6065,0.05883037645620944,-0.017106392820814567,0.11194209426199778,3.95447698796346e-08,1.2273755407038993,1.2277131346501653,0.005,1.2275443376770323
PD-L1,CD45RO,0.5715394140956546,0.05536065384170554,1436,0.013929170748741428,0.10574562365691861,0.14824771994076813,4.346207643300479e-254,1.5794358084951803,1.5667993309309391,0.005,1.5731175697130597
PD-L1,CD45,0.5711813396744614,0.054605312949368046,1443,0.013997070606151726,0.11613422288048984,0.13331433909176033,2.2542948337916255e-306,1.5851210528319362,1.5644656351574433,0.005,1.5747933439946897
VISTA,CD45RO,0.5685082080627901,0.17040650406504065,7336,0.07115905056599381,0.013093414789763991,0.19446321042701076,2.6203526493411866e-05,1.0998332001876021,1.1008186167759988,0.005,1.1003259084818005
CD8A,VISTA,0.5679363852747881,0.16643027086383602,7275,0.0705673518085612,0.0019749798189347425,0.17396773312396077,0.5260015988364329,1.1015459227168674,1.0938146997131515,0.005,1.0976803112150093
PD-1,PCNA,0.5667261023778155,0.15342553875844323,6201,0.06014957368589526,0.09492137448851327,0.06918221253248052,1.4262616863768799e-109,1.001803932398151,1.030088362385737,0.365,1.015946147391944
CD11c,E-Cadherin,0.5664250257086113,0.10376290604740507,3025,0.0293424383808794,0.11278627568156563,0.13929458205929066,5.628418712308806e-289,1.1362228842188846,1.1310923324206807,0.005,1.1336576083197827
PD-L1,CD8A,0.5653160976809941,0.054345368206828976,1442,0.013987370626521684,0.11463419011916519,0.1421314183344324,1.6305323066215402e-298,1.4576629530080858,1.4309223941457307,0.005,1.4442926735769084
Ki-67,PCNA,0.5649134655816681,0.15455412023797785,4702,0.04560930422046114,0.1502677148953877,0.16561547034937796,0.0,1.1296154000632423,1.1576652887733863,0.005,1.1436403444183143
CD163,CD11c,0.5641216859755326,0.11702201062581936,3392,0.0329023309051051,0.06553622775461145,0.17922105442176114,1.6723109234079327e-98,1.3702693571931477,1.3671459065688998,0.005,1.3687076318810236
CD16,PD-1,0.5639655388365502,0.1460654936461388,5977,0.057976778248765674,0.01242288551561048,0.08863769984603688,6.639218152096355e-05,1.2039350642152242,1.210815557265754,0.005,1.2073753107404892
CD11c,CD4,0.5639154876728878,0.12651189452565204,2207,0.02140785504350441,0.07142481969008278,0.15728074333401665,1.1128967798151014e-116,1.5720789236375918,1.555737790927235,0.005,1.5639083572824135
VISTA,Vimentin,0.5632471005866814,0.13978927588752432,6249,0.060615172708137315,0.013656819052889606,0.026941649237698963,1.1593450782958759e-05,1.0408770382689596,1.0465536058596128,0.005,1.043715322064286
alphaSMA,CD45,0.5611585401279766,0.15111612175873732,6702,0.0650092634805467,-0.09309938170894351,0.08925282364938947,2.525374510112005e-181,1.0265777091360848,1.0593831332009138,0.005,1.0429804211684992
CD20,CD3E,0.5609831985790525,0.01725327812284334,450,0.004364990833519249,0.0419446344539103,0.07786062426414955,2.2432383349511143e-41,2.3239862653654897,2.3281794397512985,0.005,2.326082852558394
CD31,VISTA,0.5607106346484496,0.18334663974075988,7808,0.075737440951374,0.014162926785304177,0.2049969833619113,5.42561317070386e-06,1.0629699743254912,1.0916245782385967,0.005,1.077297276282044
CD138,CD3E,0.5603457385863109,0.01685956790123457,437,0.004238891098328693,0.08994683114067231,0.08139138475076454,4.9417914584112836e-151,2.0966424311460603,2.0651600857485866,0.005,2.0809012584473234
Ki-67,PTEN,0.5600514078441076,0.15178687459389215,4672,0.04531830483155985,0.0509515043523057,0.19755554659742522,3.132481996572756e-60,1.3727256960594236,1.3403461045391498,0.005,1.3565359002992867
CD16,CD4,0.5597742487367104,0.195846255051217,6252,0.060644272647027445,0.0641901360762373,0.215239420246422,1.4385250923823266e-94,1.1106198226110406,1.098110298752791,0.005,1.104365060681916
PanCK,PCNA,0.5589059082823677,0.10456395251067838,3109,0.030157236669802995,0.05391908948829301,0.15602900256501695,3.0582460455459556e-67,1.3178747738719057,1.2235714358124599,0.005,1.2707231048421828
CD8A,PCNA,0.5580697907586488,0.15810249778806235,6969,0.06759915804176811,0.08242902040130468,0.03457925560202459,1.1739156941656564e-28,0.9705909359870302,0.9998796909825188,1.0,0.9852353134847744
PCNA,CD45,0.5573828793201526,0.15817115314659877,6957,0.0674827582862076,0.02329955291465617,-0.009200234169388142,0.0031363627680692503,1.0076187022295098,0.9756439241573727,1.0,0.9916313131934412
CD8A,Vimentin,0.5567141109260615,0.11888522026240333,5473,0.053087988515224116,-0.03716510481311132,-0.05136509127540223,7.592349204448766e-33,1.0359959011074815,1.0372185841269015,0.005,1.0366072426171915
LAG-3,PD-L1,0.5540456363451955,0.06097560975609756,1580,0.015325967815467587,0.07623541027421654,0.16636255169966543,1.0703883999366503e-132,1.3735929389261479,1.389870366696886,0.005,1.3817316528115169
PD-1,Vimentin,0.553847542036684,0.10139197566966897,4334,0.042039711716605394,-0.02399110965767074,-0.02349612939110692,4.519043182239265e-14,1.0653787506947852,1.0651285002395159,0.005,1.0652536254671505
Ki-67,E-Cadherin,0.5535315099459186,0.16343628445094585,4916,0.04768509986129029,0.04775902746909029,0.18950779124640588,3.9401799814223313e-53,1.3196101817203285,1.2874746544989257,0.005,1.3035424181096271
LAG-3,VISTA,0.5530957399459518,0.1819373259378876,7774,0.07540764164395254,0.013230969751276777,0.1740693873737444,2.1535340745574558e-05,1.0997243388395181,1.0883097460333173,0.005,1.0940170424364177
CD3E,Vimentin,0.5530583625401563,0.12400305910630395,5675,0.05504738440049276,-0.038361259373553135,-0.003725350335838616,0.23164629707835294,1.0090941378121492,1.0117954173442123,0.025,1.0104447775781806
PD-L1,CD3E,0.5528865512020484,0.04728487259353773,1260,0.0122219743338539,0.0773635445127441,0.12644032232640195,1.321684305680244e-136,1.3956977723499289,1.3801684508216958,0.005,1.3879331115858125
CD138,CD4,0.5522597695295414,0.015841432616514883,207,0.002007895783418855,0.11435673044974179,0.04867586867038543,4.012823249901971e-55,2.5031668096366624,2.407403608336524,0.005,2.4552852089865933
CD4,CD8A,0.5520211473637171,0.09182947985097972,3229,0.031321234225408126,-0.022984985483986985,0.07277460284558959,1.5719078184963176e-13,1.3563679495816825,1.3626862697543798,0.005,1.359527109668031
CD16,LAG-3,0.5510842417684848,0.17157868055395534,7446,0.07222604832529851,-0.006972251947177198,0.10719144321364703,0.025178203478381476,1.160188379506125,1.1681435437103123,0.005,1.1641659616082185
PD-1,alphaSMA,0.5504019065275332,0.12795693733706673,5301,0.05141959201885676,-0.0034893184644614055,0.10950266557272781,0.2625673515951606,1.053821361674018,1.0167557107181284,0.005,1.0352885361960733
CD4,HLA-DR,0.5501208015146857,0.17421666819810713,5688,0.055173484135683314,0.014135291095944951,0.1816046548316532,5.659004298577547e-06,1.0814940060018963,1.0996000834471993,0.005,1.0905470447245478
PanCK,Vimentin,0.5499029485455801,0.10446721719231918,3150,0.03055493583463475,0.11104781404705524,0.14471795522120565,3.789565695938735e-280,1.0018849610855023,0.8790582273231705,1.0,0.9404715942043365
PD-L1,HLA-DR,0.5496719465713491,0.041167915874258866,1104,0.010708777511567225,0.0768640897905793,0.1034265603364985,7.221521203616489e-135,1.2753787896698017,1.2745299922246898,0.005,1.2749543909472458
VISTA,PTEN,0.5492728040032916,0.10603752230879729,4872,0.04725830075756841,-0.030167261969760443,-0.058366284584879594,3.3836898507755163e-22,1.020774244826136,1.0119380316996622,0.005,1.0163561382628992
PCNA,alphaSMA,0.5492291956181583,0.13752301405541337,6125,0.05941237523401201,-0.017638341345227286,0.0070151707595686634,0.024294584477199527,1.065201355174663,0.9817863594571281,1.0,1.0234938573158956
CD16,CD3E,0.5490575061689407,0.12744149216962872,5794,0.05620168197646785,-0.033273179769996664,0.08408630602576905,1.1809312391988998e-26,1.0896092163710278,1.0940666800829189,0.005,1.0918379482269733
PD-L1,E-Cadherin,0.5479174961776001,0.04004259040955242,1053,0.010214078550435044,0.06229208503659387,0.08785031950549788,3.6868726394105814e-89,1.4357901266163982,1.416940575809204,0.005,1.4263653512128012
CD68,PD-1,0.5477407661960746,0.1143534994068802,4820,0.046753901816806186,-0.04683119700627461,0.05561574646035301,3.7414535393824565e-51,1.143193376411958,1.1431179819687638,0.005,1.143155679190361
CD20,CD45,0.5464133568767062,0.017786485344397064,463,0.0044910905687098055,0.05160679804372098,0.07473785912245967,9.592856866623324e-62,1.9433451782896622,1.932685206400773,0.005,1.9380151923452176
CD45RA,E-Cadherin,0.5444506253177395,0.05370304114490161,1501,0.014559669424694208,0.043356603345665545,0.050630931435998776,4.3202599496641006e-44,1.277327441115931,1.2935805265041551,0.005,1.2854539838100432
Ki-67,alphaSMA,0.543965770740694,0.14447187215798363,4448,0.04314550939443027,0.048102734351768664,0.15263793712729656,7.130990276940953e-54,1.3564505134661713,1.3069456221888636,0.005,1.3316980678275174
CD45RA,CD45RO,0.5436423930722458,0.04369378939168614,1234,0.011969774863472787,0.006666415504421571,0.03272518414676156,0.032317844549657804,1.5063569905039618,1.5087671616887681,0.005,1.5075620760963648
LAG-3,PCNA,0.5435688430089649,0.1535601031186549,6731,0.06529056288981794,0.06347861006000213,0.03428288400514134,3.3941274607325293e-28,0.9979739854647316,1.0269523491550676,0.735,1.0124631673098996
LAG-3,CD68,0.5433151667547338,0.14660181056613972,6510,0.06314686739157847,-0.030795539925350775,0.08614724211087688,4.596238890619948e-23,1.1242309961698442,1.1232871554127541,0.005,1.1237590757912992
PD-L1,CD68,0.5429863856844405,0.037771728998098365,1013,0.009826079365233333,0.06168538753618786,0.08738187110533678,1.8246561607802814e-87,1.2519436462652247,1.2487800215395082,0.005,1.2503618339023665
PD-1,VISTA,0.5427513499714399,0.13315971377111424,5471,0.05306858855596403,-0.00968342129739326,0.09405866470732574,0.0018759617513857047,1.0972810523961802,1.0874724969671534,0.005,1.0923767746816668
CD4,VISTA,0.5404487321506527,0.1358791918100213,4526,0.04390210780557361,0.018430745487464532,0.1275944111202645,3.2549820939773196e-09,1.0473664151267927,1.0687703315145323,0.005,1.0580683733206624
LAG-3,alphaSMA,0.5404464872387112,0.16633677039219297,7227,0.07010175278631915,-0.011084594799644968,0.1612836170985986,0.0003721011814836707,1.060402925696613,1.019239795094161,0.005,1.039821360395387
CD16,PD-L1,0.539746810151192,0.04048127740919825,1080,0.010475978000446199,0.05685763413234369,0.09445551177452338,1.422361380869989e-74,1.2735796959051702,1.2878566743875792,0.005,1.2807181851463747
CD20,CD45RO,0.5397392694641934,0.014752946686441339,378,0.0036665923001561697,0.018661100232074974,0.05086843783506416,2.0705478211505332e-09,1.8991425165738482,1.908035483612956,0.005,1.9035890000934022
CD8A,alphaSMA,0.5395561020994057,0.12938761093204998,5861,0.05685158061168072,-0.04622326981760336,0.06406509317248275,7.043559116444484e-50,1.010161780128071,0.977187924757849,1.0,0.9936748524429599
CD45RA,CD8A,0.5390813988331721,0.05348511383537653,1527,0.01481186889507532,0.03655592537985325,0.07905526320298685,7.837177850826849e-32,1.3031681202845598,1.3047167823089507,0.005,1.3039424512967552
CD163,PD-L1,0.538999510222375,0.040918880114860015,1083,0.010505077939336327,0.053308618679236607,0.09531961081109325,9.119648456132808e-66,1.3576544125969299,1.3633138691424178,0.005,1.3604841408696737
CD138,CD20,0.538679202083431,0.029861111111111113,43,0.0004170991240918394,0.03406196140787262,0.051716314982785644,7.445425465881709e-28,8.53140784679723,8.65817467958768,0.005,8.594791263192455
CD3E,CD11c,0.5371295955024159,0.06007124352331606,1855,0.017993462213729352,-0.003029352172674457,0.03985314746774875,0.3307233942463346,1.2660599176784026,1.2680372450764885,0.005,1.2670485813774457
CD11c,CD8A,0.536824451356088,0.06427018784673783,1981,0.01921565964711474,-0.003216959549971221,0.052515744013097006,0.30165318181567574,1.2306626449196483,1.2310798058420884,0.005,1.2308712253808682
CD3E,CD68,0.5365528415752512,0.09968293414456489,4653,0.04513400521858904,-0.08294827418613403,0.07078859500233332,1.2192447801898781e-114,1.067578745051313,1.0704480194345138,0.005,1.0690133822429133
CD4,CD68,0.5363367199007945,0.170272006853716,5565,0.05398038664118805,0.00808192094360957,0.1751107831142464,0.00946013605109569,1.0373729879025773,1.0558394468510446,0.005,1.046606217376811
PD-L1,CD11c,0.5361863380595744,0.04550599954720398,402,0.0038993918112771963,0.05852353884126592,0.06792624539373908,6.657010027435615e-79,1.659400626089566,1.6727042120817321,0.005,1.666052419085649
CD163,PD-1,0.5358778978253906,0.13188518231186966,5440,0.05276788918743271,-0.028799680969463573,0.04630934294997604,2.2695035700269095e-20,1.2153364082155047,1.219198894552694,0.005,1.2172676513840992
LAG-3,Vimentin,0.5347953648164196,0.13401489054339372,6030,0.05849087716915795,-0.010858426759880725,0.017278894143772212,0.0004893947564744573,1.0538813107937182,1.0505654586149464,0.005,1.0522233847043323
Ki-67,Beta-catenin,0.5347111240458465,0.13227756371734598,3742,0.036297323775620075,0.023761983900404026,0.13391589666720002,2.338340587268873e-14,1.2535787136886514,1.2270587664983397,0.005,1.2403187400934956
CD3E,PCNA,0.5340409726597581,0.15993174061433446,7029,0.06818115681957068,0.03957701094100102,-0.008760456337434417,0.004910671565470193,0.9341387281484094,0.9592850770777394,1.0,0.9467119026130744
CD68,alphaSMA,0.5332206124520189,0.0998404622283546,4631,0.0449206056667281,-0.0872249527777806,0.014351461884675561,4.062422165577828e-06,1.051944106265139,1.00254872717157,0.335,1.0272464167183544
PanCK,Ki-67,0.5332000183852581,0.08572319201995013,1375,0.013337471991308818,0.06390267325906003,0.08477304619301357,9.717298074596744e-94,1.1385983196921143,1.022939972758626,0.035,1.0807691462253701
CD4,PD-1,0.5320225088641019,0.10813103628295484,3314,0.032145732493961764,0.037517188722068565,0.04304467798472353,1.935927835816493e-33,1.2821169896163915,1.2884454072070464,0.005,1.285281198411719
CD45RO,Vimentin,0.5319586411915707,0.10995312329663141,5043,0.04891699727430572,-0.05891968434888254,-0.08094740932873937,5.960263651902738e-80,0.9998356754299819,1.0032942498619308,0.535,1.0015649626459564
HLA-DR,alphaSMA,0.5317907753593802,0.09444468240030839,4410,0.04277691016848865,-0.12132710746211478,-0.010227846197203735,0.0010234019535337922,1.0075429001996048,0.953897109588204,1.0,0.9807200048939044
GranzymeB,CD20,0.5316288837803794,0.015195791934541203,26,0.0002521994703811122,0.03837300338521016,0.021846826761509317,2.293693790974053e-12,3.314394233272931,3.26874142014245,0.005,3.2915678267076904
CD45RO,PCNA,0.5297579659445018,0.15131113494762308,6630,0.0643108649471836,0.018902142591557015,-0.011179546878603975,0.0003311748627033859,0.9334219928200471,0.961001081871508,1.0,0.9472115373457776
PD-L1,CD4,0.5297238735393235,0.044752977658749735,635,0.006159487065077163,0.026925089351240848,0.07301276233329296,5.3057997807515434e-18,1.5245867380347695,1.519644803713749,0.005,1.5221157708742594
PanCK,PTEN,0.5291627487787667,0.05519501177069415,1735,0.016829464658124217,0.018982289806323657,0.06332888557725914,1.092135737641134e-09,0.9215159170396777,0.7800935767124088,1.0,0.8508047468760432
CD3E,alphaSMA,0.528799092102109,0.1329918169117158,5997,0.05817077784136653,-0.06967141147174152,0.1107449560873348,4.199294783274094e-111,0.9618949503481486,0.9353418299216706,1.0,0.9486183901349097
HLA-DR,PCNA,0.5276705160852238,0.11635798414991899,5315,0.05155539173367736,-0.02999448067291919,-0.057890229559709815,5.817585613793236e-22,0.9472802850149469,0.9809032793263534,1.0,0.9640917821706501
CD45RO,alphaSMA,0.5275168383649577,0.13340955455421794,5951,0.057724578778384564,-0.0483973623257877,0.07090238054106993,1.631420931041529e-54,0.9895601915776435,0.9624458594366174,1.0,0.9760030255071305
CD163,CD20,0.5266257418871312,0.008204298590247284,213,0.0020660956611991115,0.024460306020650125,0.004997585092530867,0.1085774318152576,1.2236625417847866,1.1981491287243178,0.005,1.210905835254552
Ki-67,PD-L1,0.5263168190521545,0.045269274130604456,522,0.00506338936688233,0.05335462766196769,0.07269995624372462,7.070243726328695e-66,1.0736481518233247,1.0587671541424941,0.015,1.0662076529829094
PTEN,CD45,0.5260387311939688,0.051004510045100454,2488,0.024133549319546428,-0.2527931238520776,-0.3090739994968565,0.0,0.9349845788418973,0.9374634510584886,1.0,0.936224014950193
CD45RA,CD11c,0.5256937961409817,0.05137716776407308,554,0.005373788715043699,0.031195230392433878,0.05087029807673679,1.263914856535973e-23,1.4611740015336119,1.479563543815188,0.005,1.4703687726744
GranzymeB,CD3E,0.525431925069041,0.025709219858156027,667,0.006469886413238532,0.016814658341546128,0.0991092873802977,6.694495116664679e-08,1.3711381845585826,1.3658373926079697,0.005,1.368487788583276
CD45RA,VISTA,0.5252205992222345,0.04904051172707889,1380,0.013385971889459032,0.024217883065723617,0.060840002329432125,7.429512161659494e-15,1.0578017057947413,1.0931947239032742,0.005,1.0754982148490078
CD163,LAG-3,0.5248166783517922,0.15420912261505848,6765,0.06562036219723938,-0.026420989199132914,0.06131289184950219,2.1635886962041827e-17,1.1563407483141326,1.164865488154539,0.005,1.1606031182343357
CD138,CD31,0.5238869682109929,0.016287029387466068,414,0.00401579156683771,0.03766270789332923,0.07038703757910146,1.0964253358071214e-33,1.5171415681052918,1.5242368656727716,0.005,1.5206892168890316
GranzymeB,CD8A,0.5233723710726237,0.02343779968545015,611,0.005926687553956137,0.01249716829257172,0.09453080431859981,6.002534436875536e-05,1.2335400027759527,1.2329526027746307,0.005,1.2332463027752918
CD20,PD-L1,0.5232713197171445,0.008982035928143712,27,0.000261899450011155,0.038996918936497586,0.007166527684991209,0.02138951575218989,1.7190479787088868,1.7416175364162247,0.005,1.7303327575625558
CD16,alphaSMA,0.5225298960079579,0.10460124029663039,4824,0.046792701735326354,-0.08716887625543107,-0.0014389802532826094,0.6440642268823429,1.073308080883788,1.0305304267298252,0.005,1.0519192538068065
Ki-67,LAG-3,0.5222871555326747,0.1107001738580686,3502,0.033969328664409805,0.02258146585178402,0.08502674934129256,4.1274156577757667e-13,1.0366635133358808,1.0273915741211217,0.005,1.0320275437285011
CD20,E-Cadherin,0.5219815752704244,0.011054454867463315,284,0.0027547942149321485,0.01084732067543156,0.022533483234015186,0.0004959605227427587,1.4150578346621392,1.4533026410043592,0.005,1.434180237833249
GranzymeB,CD4,0.5217779119926058,0.013181545835829839,176,0.0017071964148875286,0.025808354453592336,0.022489931065258404,5.126049649508212e-13,1.5516334873903626,1.5258429037190113,0.005,1.538738195554687
CD3E,PTEN,0.5210049277412893,0.05148173955814239,2512,0.024366348830667454,-0.17442053652792658,-0.15300430655720207,0.0,0.91463612668467,0.9156282984216189,1.0,0.9151322125531445
VISTA,PCNA,0.5203905048273376,0.11705752212389381,5291,0.051322592222556335,-0.04317886798696759,-0.07436151795516019,9.599009611261454e-44,0.975963498112048,1.0188181984147702,1.0,0.9973908482634091
CD20,CD11c,0.5203251945772118,0.016289592760180997,126,0.0012221974333853898,0.013220482085467443,0.030091262871912224,2.186134469631705e-05,2.1021120863758895,2.15398697801949,0.005,2.1280495321976898
Beta-catenin,PCNA,0.5201530000746737,0.1204287366905116,5101,0.0494795960928482,-0.04884958786712531,0.004323472335711785,0.16508393993863354,1.0465613080929845,1.0942459441555983,0.005,1.0704036261242913
CD138,Beta-catenin,0.5193711860342166,0.005548216644649934,126,0.0012221974333853898,0.1156884215403992,-0.00269587377101453,0.3867178459677971,0.7916549275289191,0.8049202404976861,1.0,0.7982875840133026
CD11c,PD-1,0.5192258032003663,0.05845488118774947,1567,0.015199868080277032,-0.007799265184851862,0.008171009623525427,0.012272742941409839,1.2323143329286699,1.2296123913610608,0.005,1.2309633621448652
CD68,PCNA,0.5191742472629742,0.10535915921132633,4852,0.047064301164967556,-0.04444340780096114,-0.09957153108363093,3.0523950048047932e-46,0.9663257969151826,1.0035244117574,1.0,0.9849251043362913
GranzymeB,CD45RA,0.5188127489116494,0.04489877731008218,224,0.002172795437129582,0.013457616643698414,0.09871455663134308,1.552335189773193e-05,2.8940680934814385,2.8905516073411204,0.005,2.892309850411279
PanCK,Beta-catenin,0.5184424604314869,0.08648648648648649,2368,0.022969551763941297,0.010939181059905144,0.059736321614691085,0.00044403640196145574,1.0816955779572446,0.9400439915199723,1.0,1.0108697847386083
LAG-3,CD11c,0.5177914650749738,0.07172464104519681,2163,0.020981055939782528,-0.007412847569417581,0.03591149062598105,0.017306613521105792,1.1747920789816446,1.1706179263125427,0.005,1.1727050026470938
GranzymeB,LAG-3,0.5171904712361541,0.02240262274607759,574,0.005567788307644554,0.010325364425276274,0.09739098128161047,0.0009153618688035634,1.1266452813079375,1.1236520685520717,0.005,1.1251486749300046
