JSD,RMSE,Sum_RMSE,MAE,Sum_MAE,corr
0.4517362845246882,"{'B-cells': 0.09893145245438704, 'CAFs': 0.31168198366915384, 'Cancer Epithelial': 0.28089415274568874, 'Endothelial': 0.05550100555515779, 'Myeloid': 0.1482839612551418, 'Normal Epithelial': 0.0887881272195541, 'PVL': 0.0381022148737235, 'Plasmablasts': 0.04942729243406822, 'T-cells': 0.13819056483626324}",0.16390305766895977,"{'B-cells': 0.04366001048392932, 'CAFs': 0.24427330622416274, 'Cancer Epithelial': 0.23787800244662044, 'Endothelial': 0.019423100085697163, 'Myeloid': 0.07628318219716922, 'Normal Epithelial': 0.03799862586956193, 'PVL': 0.017127171392608494, 'Plasmablasts': 0.005581831085534791, 'T-cells': 0.07691279600871528}",0.08434866953266658,0.7571241461633159
