marker_a,marker_b,colocalization_score,jaccard_index,co_occurrence_spots,co_occurrence_fraction,pearson_r,spearman_rho,correlation_pvalue,neighbor_enrichment_ab,neighbor_enrichment_ba,neighbor_enrichment_pvalue,mutual_neighbor_enrichment
CD4,CD3E,0.7231435431653581,0.2771668012361834,9955,0.08485483898464004,0.38165349305664986,0.3613108287316646,0.0,1.8178011940383334,1.8202796261361627,0.005,1.819040410087248
PD-1,CD45,0.7050722153748683,0.3456484149855908,11994,0.10223495115839001,0.4492919059885668,0.4478827801557336,0.0,1.383609947037825,1.3795886282203078,0.005,1.3815992876290664
E-Cadherin,Vimentin,0.7018481172232338,0.2654277699859748,12112,0.10324076441807736,0.2885937410259687,0.3783431276956554,0.0,1.1720830236031206,1.2087082721229676,0.005,1.1903956478630442
alphaSMA,Vimentin,0.697322392006381,0.286854170340328,13014,0.11092926916585691,0.31757587483494043,0.3684916782406791,0.0,1.3239652468371381,1.3734194722866062,0.005,1.348692359561872
LAG-3,CD45RO,0.6961724112091628,0.42163624070317784,15590,0.13288668405530268,0.3281370085318713,0.521855646073574,0.0,1.3696027958444965,1.364851117337405,0.005,1.3672269565909507
CD4,CD45RO,0.6947089885131108,0.2945727581579924,10318,0.0879489933343562,0.3550300869650808,0.394034857002444,0.0,1.600057115712269,1.597402126490143,0.005,1.598729621101206
CD4,CD45,0.6934508151719336,0.2699084446657262,9758,0.0831756422714332,0.3290592935869959,0.3831645424672686,0.0,1.6782532471077949,1.6667294097010368,0.005,1.6724913284044158
Beta-catenin,PTEN,0.6872430099430545,0.3532842234499693,13812,0.11773129443052217,0.31423474483597746,0.41099456725249256,0.0,1.3870788146643855,1.3902960473169137,0.005,1.3886874309906496
alphaSMA,PTEN,0.6865684004823445,0.34486022299683744,14939,0.1273376634446547,0.2849863489416158,0.3854416647986414,0.0,1.414088327642002,1.4268456331987227,0.005,1.4204669804203625
CD20,CD45,0.6791487775783114,0.20536518033967474,6844,0.05833716906186604,0.3089239481077029,0.3025071589810898,0.0,2.387971268983707,2.373624968050796,0.005,2.3807981185172515
Beta-catenin,alphaSMA,0.6774084777708853,0.32580895417803246,13019,0.11097188837177585,0.2622257848340639,0.3450052311128543,0.0,1.5200579988671634,1.5075240154124103,0.005,1.5137910071397869
CD31,PTEN,0.6729196437028844,0.29346174472649267,13133,0.11194360626672804,0.2930313527478771,0.2953660355764127,0.0,1.288429981550402,1.300558907893137,0.005,1.2944944447217694
CD3E,PD-1,0.6725619559876354,0.41468813487370754,13676,0.11657205202952658,0.34049052602232355,0.4929140348351947,0.0,1.3573898984771298,1.3594954511955555,0.005,1.3584426748363425
CD45RO,E-Cadherin,0.6665343695808477,0.2551727161143258,11642,0.09923455906169557,0.23375704807465625,0.2923122375999169,0.0,1.3249739721508624,1.3245828345148118,0.005,1.3247784033328371
HLA-DR,E-Cadherin,0.6592251482623533,0.23280411974614842,10895,0.09286724969740363,0.18998943156455025,0.27738078381187503,0.0,1.2316199531803016,1.2120868427371105,0.005,1.221853397958706
LAG-3,CD45,0.6586833371490599,0.35148678554167834,13818,0.11778243747762492,0.28991810712863203,0.41711702937234424,0.0,1.2387287918077436,1.227807134316492,0.005,1.2332679630621177
PCNA,Vimentin,0.6509857358749207,0.22314293545870495,10583,0.09020781124806082,0.12902006851820158,0.2792418159478056,0.0,1.2204217575439789,1.2107712883943718,0.005,1.2155965229691752
CD3E,E-Cadherin,0.649910159200258,0.21954462005950748,10404,0.08868204367616223,0.18615491008088414,0.23823219236199406,0.0,1.2374309052373902,1.2372716465149451,0.005,1.2373512758761676
Beta-catenin,Vimentin,0.6497595471235951,0.2439773873472356,10401,0.08865647215261085,0.2031390080610571,0.27199865643307,0.0,1.254746289585435,1.294021042204104,0.005,1.2743836658947696
E-Cadherin,PTEN,0.64889064047251,0.1936773632201529,9349,0.07968939122726265,0.0914075613714622,0.2594015678108035,4.576975697850201e-216,1.150767064239276,1.1650065250135284,0.005,1.1578867946264022
CD68,CD45,0.6484736145309316,0.17327059765742317,8654,0.07376532160452787,0.17507090177246687,0.3764310024812271,0.0,1.086663644870258,1.0618186945498904,0.005,1.0742411697100742
PCNA,PTEN,0.639206874769262,0.18916142816056536,9208,0.07848752962034812,0.078813574653813,0.26786009985344283,5.464327094491289e-161,1.239535086785887,1.1897699350619322,0.005,1.2146525109239095
CD31,alphaSMA,0.6388122938170647,0.25373166616190024,11729,0.09997613324468539,0.1386788260133232,0.21650660710608258,0.0,1.3238444969828076,1.3182556682263014,0.005,1.3210500826045544
CD68,E-Cadherin,0.6374966061928797,0.22182071763661723,10497,0.0894747609062548,0.15202661303273265,0.25544405230867684,0.0,1.2273939292010123,1.2022253056890206,0.005,1.2148096174450165
CD16,CD45,0.6369752500464299,0.18383142538749872,9073,0.07733681106053632,0.2244990802302428,0.33505359355459785,0.0,1.054976187854114,1.0362445160364833,0.005,1.0456103519452986
VISTA,CD45,0.6360908079192575,0.20797021568668234,9999,0.08522988799672684,0.1919171484943651,0.34666618961763296,0.0,1.1048474346001802,1.0719279676665712,0.005,1.0883877011333758
LAG-3,CD3E,0.6360370401897172,0.3807703310707134,14641,0.12479755877188496,0.22820038582851673,0.4558035874008232,0.0,1.229420826331337,1.2183948820733637,0.005,1.2239078542023503
CD163,CD45,0.6324059342768305,0.18063261917297802,8920,0.07603266335941629,0.13643102476358332,0.3439654036612361,0.0,1.1333585463518563,1.10648273359576,0.005,1.1199206399738082
VISTA,E-Cadherin,0.6288721590790752,0.23343522624531796,10844,0.0924325337970303,0.20273978476855806,0.282275306734546,0.0,1.0981221128665342,1.0789681553631347,0.005,1.0885451341148344
CD4,E-Cadherin,0.6282095203622661,0.2010911510312708,7556,0.06440614398472527,0.22871909746937125,0.2211247275414547,0.0,1.3103410535971103,1.3176227442223318,0.005,1.313981898909721
CD8A,E-Cadherin,0.628055555415792,0.2043111723216894,9791,0.0834569290304983,0.12701431636073354,0.20637825497661094,0.0,1.261676956757654,1.2580791168925805,0.005,1.2598780368251172
CD8A,HLA-DR,0.6254264818905892,0.19406191811094514,9484,0.08084010978707444,0.06937723269193977,0.27850943562128694,4.108720330397264e-125,1.2181051442905069,1.233952849408587,0.005,1.2260289968495468
HLA-DR,CD45RO,0.6244671899564463,0.21955226080913168,10425,0.08886104434102184,0.07312253354627081,0.29732375195612254,8.42339500614281e-139,1.3079583487456916,1.2907912146503484,0.005,1.29937478169802
CD16,E-Cadherin,0.6234133540333777,0.2200893140595568,10399,0.08863942447024327,0.17402881265750936,0.23411301893183342,0.0,1.2201210319298144,1.200171060737345,0.005,1.2101460463335796
alphaSMA,E-Cadherin,0.6178150307845497,0.22079735906551548,10434,0.08893775891167596,0.140341656337114,0.28382126227055815,0.0,1.193544607136429,1.2012536289853522,0.005,1.1973991180608907
CD31,Vimentin,0.6167474122891061,0.18963537180591444,9247,0.07881995942651597,0.144634913104408,0.12395622815896071,0.0,1.1074344467748582,1.1403011070274722,0.005,1.1238677769011653
CD11c,CD45,0.6166360846691847,0.16372387082075526,5749,0.049003562965614825,0.15843589997539467,0.2705074707079844,0.0,1.487205858634353,1.450627272874954,0.005,1.4689165657546535
HLA-DR,PD-1,0.6118907096756726,0.14797189002589076,6001,0.05115157094393017,0.07057346922063806,0.23148199639477762,2.0915628858051884e-129,1.3754288893949094,1.3559365402095076,0.005,1.3656827148022086
CD163,E-Cadherin,0.6100715031746397,0.2122144482845823,10070,0.08583508072077602,0.11998041991084067,0.21612772121999216,0.0,1.197613717812978,1.1833734094238395,0.005,1.1904935636184089
CD4,CD45RA,0.6089500470582119,0.24538415723645027,7416,0.06321280621899453,0.1008907141050676,0.2851945279219141,5.339032507397771e-263,2.3912850056978043,2.3822377960341723,0.005,2.3867614008659883
CD68,VISTA,0.6085759273779949,0.2984413783850265,13346,0.11375918443887553,0.20287126375154116,0.34119287585987707,0.0,1.0271645649188144,1.0202232605808619,0.005,1.0236939127498381
CD11c,HLA-DR,0.6060815246641076,0.18235396585762398,6281,0.05353824647539167,0.16333694568429993,0.2766326485563814,0.0,1.3269571872316333,1.3304142550190425,0.005,1.3286857211253378
HLA-DR,VISTA,0.6027071728884729,0.27053044755827466,12337,0.10515862868443035,0.2062634177969914,0.28262326075023314,0.0,0.9904764363956577,0.9894046838369631,1.0,0.9899405601163105
PCNA,E-Cadherin,0.6015662482435117,0.17281879194630873,8446,0.07199236263829932,0.04155075690471085,0.2198762535627053,5.334788249170696e-46,1.1397353875184466,1.0949786380127677,0.005,1.1173570127656072
PanCK,Vimentin,0.5996306010548472,0.16415978832935493,5708,0.04865408547707939,0.20750639180712,0.2259004522529695,0.0,1.2488289321768353,1.1442131233883808,0.005,1.196521027782608
LAG-3,HLA-DR,0.5978287135748951,0.1976089855137969,8744,0.07453246731106906,0.056294932557677514,0.2405011426375642,5.683410380912349e-83,1.2800080140722572,1.2931985196731284,0.005,1.2866032668726928
VISTA,CD16,0.596401295105566,0.2679091566106743,12233,0.10427214920131608,0.18743617002210222,0.2862008867040376,0.0,1.0146206470355592,1.0192411296597343,0.005,1.0169308883476469
CD3E,CD45RA,0.5950319638173787,0.25633788745410496,10263,0.08748018206924768,0.09478047547040552,0.2655711357856652,3.2126136400778504e-232,1.7165471630942453,1.7076913846995754,0.005,1.7121192738969104
PanCK,PCNA,0.5928098937910142,0.15763461371715945,5454,0.04648902981639646,0.08962769603646967,0.2334455219479984,8.81824501779647e-208,1.5815276638897044,1.4740854837401554,0.005,1.5278065738149298
CD3E,VISTA,0.5895994191226471,0.1777872478590852,8761,0.0746773726111935,0.03803668916071325,0.19490228690073927,7.963549398929784e-39,1.1548405476976642,1.1811164767080609,0.005,1.1679785122028625
CD16,CD45RO,0.589148336097477,0.20392834106656124,9801,0.08354216744233621,0.07075830524142451,0.1644909595438709,4.472129416072016e-130,1.2187826850085286,1.2057374818015367,0.005,1.2122600834050328
CD11c,VISTA,0.5879937103327844,0.17419786874745238,5983,0.05099814180262193,0.14536132314657507,0.23658462401458727,0.0,1.2408573401637524,1.261932274800976,0.005,1.2513948074823642
CD163,VISTA,0.5868860901109055,0.2763870169469056,12509,0.10662472936804242,0.11454687437180402,0.2956427967181976,0.0,1.0547009868636368,1.055319728276159,0.005,1.055010357569898
PD-L1,CD68,0.5837958680052175,0.04965900814407734,1500,0.012785761775686596,0.10199724437357419,0.13230809104846447,8.792633679423214e-269,1.891897184269783,1.9148017764527192,0.005,1.9033494803612512
PD-L1,CD16,0.5830903555023573,0.04997669308117467,1501,0.012794285616870387,0.11583928494503222,0.1383471877408793,0.0,1.9335022992146478,1.9425175931495073,0.005,1.9380099461820777
CD11c,CD45RA,0.5821132271204609,0.12834539348405635,3707,0.03159787926831347,0.08344293280331751,0.12347747270715151,2.8226955918328745e-180,1.7333333530800503,1.6768651227770026,0.005,1.7050992379285264
LAG-3,CD16,0.580694503809656,0.19024817912058267,8463,0.07213726793842377,0.030050006902760287,0.1296015591200752,7.432929626110917e-25,1.2943957710778977,1.300967624062696,0.005,1.297681697570297
CD8A,CD68,0.5786319845604158,0.17682570985853138,8787,0.07489899248197207,-0.009678178589314908,0.1644482536063618,0.0009164821167930262,1.2026890350735497,1.2190820217996345,0.005,1.210885528436592
PD-L1,HLA-DR,0.578381832628434,0.050459020755721125,1517,0.012930667075811043,0.08955677993072106,0.130682724641857,1.8709194935516066e-207,1.9383428614751101,1.9533446551057432,0.005,1.9458437582904267
CD68,CD45RO,0.5781257492781972,0.18778910311515,9175,0.07820624286128301,0.008268661304978834,0.1572408562326764,0.004623231223965963,1.2367142004731737,1.216294448423234,0.005,1.226504324448204
PD-1,E-Cadherin,0.5763207500973182,0.12484688127786761,5096,0.04343749467259926,0.06464609290887097,0.1014726522963069,7.419767211079515e-109,1.23763242250831,1.227714207296526,0.005,1.232673314902418
CD138,CD4,0.5760407847045614,0.02980937835850444,527,0.004492064303857891,0.21962003886047524,0.06533988647086658,3.6192426102637074e-111,2.33300874697969,2.3291841424764446,0.005,2.3310964447280673
CD11c,E-Cadherin,0.5754543533717656,0.15429805615550757,5358,0.04567074106275252,0.10435244223810264,0.1848252090089697,2.632458408161867e-281,1.2601699379178246,1.254713424387174,0.005,1.2574416811524993
CD163,CD45RO,0.5748711018711925,0.20155667936151173,9685,0.08255340186501645,0.0048656226719798155,0.16732750390051157,0.09560365323427152,1.2897102760700419,1.2690250568960006,0.005,1.2793676664830214
CD4,VISTA,0.5740428509982612,0.16258871153698343,6346,0.05409229615233809,0.03562552296997304,0.18193456817931444,2.883949808125244e-34,1.2550352824287623,1.298613805879474,0.005,1.2768245441541182
PD-1,CD16,0.5740206791738988,0.15018423720849716,6073,0.05176528750916313,0.027251597584426045,0.10176931559307793,1.002561787384097e-20,1.3733693916300522,1.3837796727906702,0.005,1.378574532210361
PanCK,PTEN,0.573658191410473,0.08949784017278618,3315,0.028256533524267376,0.10114232835360772,0.1119889293670388,2.618384725832964e-264,1.242836062734581,1.0965709066442506,0.005,1.1697034846894159
CD20,CD11c,0.5736148995163488,0.11215277777777778,2261,0.019272404916551595,0.0808082134633515,0.11964590173359838,3.6629137504705776e-169,2.0542951227335395,2.1324727071543834,0.005,2.0933839149439617
PD-L1,CD45RO,0.57184924548826,0.05414001962575712,1600,0.013638145894065703,0.09166064247223782,0.1492768982629567,2.945303496055949e-217,1.9025864020595933,1.8931129427962257,0.005,1.8978496724279095
LAG-3,CD68,0.5715795666190163,0.1728416869066019,7828,0.06672462878671645,0.0016963759384342955,0.13011408294728793,0.5612188303189848,1.2753303910782505,1.2878034161419152,0.005,1.281566903610083
PD-L1,PD-1,0.5714570779622713,0.05887700534759358,1101,0.00938474914335396,0.1399726726682405,0.13261556076705142,0.0,1.7252135531113533,1.6946425079778833,0.005,1.7099280305446183
LAG-3,E-Cadherin,0.5704858741244881,0.19329397551913566,8480,0.07228217323854821,0.046879753784845976,0.16932275551051076,4.4324366972995205e-58,1.2029075348797242,1.1892935786788716,0.005,1.196100556779298
CD138,CD3E,0.5697277339330096,0.03646497884628299,1086,0.009256891525597095,0.12657801675987332,0.12096434264894163,0.0,2.004855235884515,2.0010161158757445,0.005,2.0029356758801296
CD11c,CD16,0.5689977031849383,0.17647569193394452,6102,0.05201247890349307,0.11424946246270683,0.22922119592413437,0.0,1.1624567794826284,1.1740295255430875,0.005,1.1682431525128578
PD-L1,CD163,0.5689437513583939,0.04815457518520991,1443,0.012299902828210505,0.09128964831482644,0.12854954775610028,1.638871752598691e-215,1.8661149312104839,1.8874655932364335,0.005,1.8767902622234587
CD11c,CD45RO,0.5685775434775051,0.143177304964539,5047,0.0430198264545935,0.06644871459445892,0.16905769011924157,6.4929180322713745e-115,1.4282392418949879,1.4102961828663338,0.005,1.4192677123806607
CD8A,CD16,0.5677246294505527,0.18552781392322706,9125,0.07778005080209345,0.006116216383577077,0.12814396570651448,0.036179323358344825,1.1784748498752,1.1888082320588753,0.005,1.1836415409670376
CD68,PD-1,0.5676284304278478,0.12687990343995173,5256,0.04480130926200583,-0.005398911094881633,0.09968360013294074,0.0644270003806494,1.3532982937805875,1.3351175514867983,0.005,1.344207922633693
PD-1,PCNA,0.5670868129604174,0.12876417676965193,5268,0.04490359535621132,0.07697403243335782,0.06733013105460672,6.157075714074763e-118,1.1431644819545446,1.1657859345178891,0.005,1.1544752082362169
CD4,CD11c,0.564932389862183,0.15139621407252954,3703,0.03156378390357831,0.09391769057680571,0.16861664349944933,4.9605552575972426e-228,1.5344150294742445,1.5645335640111904,0.005,1.5494742967427175
CD11c,CD68,0.5639601989181291,0.16255905287722694,5712,0.04868818084181455,0.06804568051954535,0.2140300009504467,2.021818570533553e-120,1.185542761412732,1.2001437245667748,0.005,1.1928432429897535
CD31,VISTA,0.5639596611228359,0.19995413895895436,9592,0.08176068463492388,0.035135775286529516,0.21077586331436196,2.238010684269447e-33,1.1102213996765318,1.1145456623653425,0.005,1.1123835310209371
LAG-3,PD-L1,0.563867341858589,0.06205221615057681,1533,0.0130670485347517,0.06402981262148559,0.16107164323949336,8.000122008408499e-107,1.6309096208061526,1.65961515383836,0.005,1.6452623873222563
PD-L1,CD45,0.5625223986602025,0.04476284584980237,1359,0.011583900168772055,0.09246788175679534,0.1140461228187195,4.430856314245812e-221,1.5965271655622064,1.5657800542337479,0.005,1.581153609897977
CD8A,CD163,0.5614058112963561,0.17991928778568678,8872,0.07562351898259431,-0.027333170368081305,0.1436370301138829,7.697090477954534e-21,1.2284821405289583,1.2456252562340753,0.005,1.2370536983815168
VISTA,CD45RO,0.560701565485683,0.17194441048212902,8438,0.071924171908829,0.003721307248467214,0.16893001054675078,0.20245000915385214,1.1138561953403046,1.0919505964441383,0.005,1.1029033958922214
Ki-67,PCNA,0.5588201142289244,0.13569791136016301,4262,0.03632861112531751,0.09853692367372831,0.2002480541269618,6.546000710000313e-251,1.3640302352895837,1.3570396642600715,0.005,1.3605349497748276
Beta-catenin,E-Cadherin,0.5583947368031451,0.14077722804646803,6459,0.05505549020610648,0.042680007664174915,0.07024305635860129,1.9416329267080318e-48,1.0928317865500206,1.0873975046543876,0.005,1.090114645602204
PD-L1,E-Cadherin,0.5574674026051647,0.04347386172006745,1289,0.01098723128590668,0.06348158202659486,0.10421957215638335,4.9535846602399696e-105,1.674723871046136,1.6738148683343939,0.005,1.6742693696902649
PD-L1,CD8A,0.5572121002187085,0.04159799591271673,1262,0.010757087573944323,0.09546640828749711,0.1057220306674055,1.4092783557253616e-235,1.4749934355159366,1.4516725033175972,0.005,1.463332969416767
CD20,HLA-DR,0.5547197818592222,0.08335137475644079,3080,0.026253430846076477,0.06001982688012845,0.1315174797567334,4.4894120208637067e-94,1.0844693142241544,1.092885811018511,0.005,1.0886775626213328
VISTA,PTEN,0.5504986709521519,0.11073574294105226,5769,0.04917403978929064,-0.00025069010608425144,0.0074066652102752675,0.9315739351212422,0.961574203344259,0.966600894251399,1.0,0.964087548797829
Ki-67,Vimentin,0.5504828489426599,0.11071450550803126,3598,0.03066878057928025,0.061988796670280503,0.1601332728755683,3.129774803607988e-100,1.254317743520542,1.2422139606468912,0.005,1.2482658520837164
CD31,E-Cadherin,0.549950944043765,0.16245157888332284,8010,0.06827596788216642,0.003158094304959353,0.0657409593933424,0.2793891239546706,1.0462110724931803,1.0340215769234036,0.005,1.040116324708292
CD8A,PCNA,0.5498667167602188,0.14163352104910804,7193,0.06131198963500912,0.05469562310006888,0.015042272796817269,2.570735889924643e-07,1.0056268747082235,1.0289596518937256,0.105,1.0172932633009746
CD16,PTEN,0.5489423161236232,0.08274592221994904,4449,0.03792256942668644,-0.08878702957011067,-0.11476366695647566,6.324410639398451e-204,1.1357453384924392,1.1188710701582594,0.005,1.1273082043253493
alphaSMA,PCNA,0.5487188388532802,0.15037713378324732,7576,0.0645766208084011,0.014291159907310289,0.03844022730274832,9.822317789748021e-07,1.1005511920610387,1.174535400383433,0.005,1.1375432962222358
GranzymeB,CD3E,0.5482240674673972,0.026846767945565397,797,0.006793501423481478,0.029917519699956593,0.09911040936079385,1.1902062354532011e-24,1.6249362435035895,1.645796911494514,0.005,1.6353665774990516
Beta-catenin,PCNA,0.5478329023155417,0.14112798264642082,6506,0.05545611074174466,-0.012882527667307617,0.0614095747404434,1.0212584762008125e-05,1.1576106292461585,1.2142803138839298,0.005,1.1859454715650442
CD68,PTEN,0.5465930370537722,0.0798609184560469,4318,0.036805946231609814,-0.08968720018652877,-0.11368724000207256,4.6889514934890785e-208,1.0705194731339929,1.0493478721659761,0.005,1.0599336726499846
CD11c,CD163,0.5462646946814105,0.15716935368811527,5508,0.04694931724032118,0.04008983238969489,0.185731488137645,6.109185375542574e-43,1.1735063832132882,1.1849193629545631,0.005,1.1792128730839257
CD4,GranzymeB,0.5455410906826422,0.02466509515322256,429,0.003656727867846366,0.04482468625361117,0.06314747585789171,2.9994045662061067e-53,1.9305025438823729,1.910764045538748,0.005,1.9206332947105604
LAG-3,PCNA,0.5448330736657632,0.13171875336072097,6124,0.052200003409536476,0.05627979315387804,0.013290145671007992,5.3073855099737246e-06,1.0890993755698142,1.11037490068799,0.005,1.099737138128902
CD11c,PD-L1,0.5440405968114622,0.05140362760593061,683,0.005821783528529296,0.05704500305233257,0.09095450523494182,3.768959396427839e-85,1.9430269995299967,1.956208620340896,0.005,1.9496178099354462
LAG-3,CD163,0.5438207409290383,0.16263866877971475,7389,0.06298266250703217,-0.013458293821145927,0.08709255853876673,4.029477466448662e-06,1.2417602462661927,1.249062587204922,0.005,1.2454114167355574
CD45RA,CD45RO,0.5434630154766695,0.15533529862352313,6692,0.0570415452019298,-0.0007382575988651397,0.08496249665592659,0.8003739036440991,1.3380136473085786,1.3413000374763175,0.005,1.339656842392448
LAG-3,PTEN,0.5427200572846782,0.08862191685009566,4308,0.0367207078197719,-0.02247820828878561,-0.04101829961370071,1.3599951696247173e-14,1.094211599828641,1.0878365219340775,0.005,1.0910240608813593
PD-1,PTEN,0.5421798316535706,0.05053564163992225,2236,0.019059308886956818,-0.054883629736367796,-0.09568935177637194,5.958536467967973e-79,1.0657462309053403,1.0606443036096842,0.005,1.0631952672575122
CD16,PCNA,0.5417298298042668,0.1164144578313253,6039,0.051475476908914235,-0.03930969189240548,-0.04625593843266798,2.370838811851022e-41,1.1617898533574222,1.1826561964775943,0.005,1.1722230249175083
CD4,CD8A,0.5413704731392466,0.12674392854506533,5151,0.043906305937707765,-0.0046150711014162306,0.1029242738291078,0.11393919378718846,1.3795905485510698,1.3767664288384032,0.005,1.3781784886947364
Ki-67,PTEN,0.5413687557699558,0.07587857036040077,2537,0.02162498508327793,0.045201855699063744,0.09847570584391695,4.042636995417478e-54,1.3035950091323443,1.2542700038397163,0.005,1.2789325064860302
GranzymeB,CD45,0.5406941420015009,0.022032479491043026,658,0.00560868749893452,0.03450328755986715,0.0843800470816749,3.027383431434835e-32,1.495802716593521,1.505670935659158,0.005,1.5007368261263396
CD3E,CD163,0.5404305101663845,0.1329923771001867,6839,0.058294549855947085,-0.06050598862921152,0.03379896772340099,5.210006387072848e-31,1.1287307505941262,1.1499466971273273,0.005,1.1393387238607269
PD-1,Vimentin,0.5401668329740159,0.07078690407811603,3081,0.026261954687260267,-0.03832771460382743,-0.05305130234162881,2.1421748296869436e-39,1.0551731017886485,1.0715993240440649,0.005,1.0633862129163567
CD8A,Vimentin,0.5398197835343612,0.10293839936548703,5451,0.04646345829284509,-0.05385778657984029,-0.09135936806066919,4.300059779672149e-76,0.9687976189790203,0.9907996968138889,1.0,0.9797986578964546
CD3E,HLA-DR,0.5396305003327735,0.12202380952380952,6355,0.05416901072299221,-0.05689204970457341,0.09420158138863663,1.0538491324111207e-84,1.0342665151633885,1.0503274362710573,0.005,1.042296975717223
CD8A,VISTA,0.5389158629250295,0.15598946906537955,7821,0.06666496189842991,-0.02916660999492596,0.13156267751709314,1.6507525162477662e-23,1.0619183110832215,1.0774812040907034,0.005,1.0696997575869625
CD68,PCNA,0.5386807593324463,0.12102906550353186,6271,0.05345300806355376,-0.0317804438551667,-0.016934796761514704,6.5994359932910045e-09,1.0945454324445412,1.1073519599009374,0.005,1.1009486961727393
CD138,CD31,0.538593252458277,0.033671178831372016,990,0.008438602771953152,0.062405293018887184,0.10126614736266744,1.471120242526126e-101,1.509115345509175,1.5539103141638209,0.005,1.531512829836498
VISTA,Vimentin,0.5358457821866187,0.12164174774182318,6289,0.053606437204862,0.009289251608249399,-0.016081041621451558,0.0014638167524772797,0.9268006162622434,0.9380021977390972,1.0,0.9324014070006703
